biblioitem,call_number
4589,KTS1 C2.16 H3-033
4593,KTS1 C2.16 H3-036k
4594,KTS1 C2.16 H3-036n
4595,KTS1 C2.16 H3-036p
4596,KTS1 C2.16 H3-036o
4598,KTS1 C2.16 H3-036h
4599,KTS1 C2.16 H3-036d
4600,KTS1 C2.16 H3-036g
4601,KTS1 C2.16 H3-036m
4603,KTS1 C2.16 H3-036f
4604,KTS1 C2.16 H3-036a
4605,KTS1 C2.16 H3-036b
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4608,KTS1 C2.16 H3-036i
4617,KTS1 C2.17 H3-043
4617,KTS1 C2.17 H3-043
4617,KTS1 C2.17 H3-043
4617,KTS1 C2.17 H3-043
4617,KTS1 C2.17 H3-043
4617,KTS1 C2.17 H3-043
4624,KTS1 C2.18 H3-050_01
4624,KTS1 C2.18 H3-050_01
4624,KTS1 C2.18 H3-050_01
4624,KTS1 C2.18 H3-050_01
4629,KTS1 C2.17 H3-055
4629,KTS1 C2.17 H3-055
4632,KTS1 C2.17 H3-057b
4632,KTS1 C2.17 H3-057b
4634,KTS1 C2.63 H3-059_01
4634,KTS1 C2.63 H3-059_01
4634,KTS1 C2.63 H3-059_01
4634,KTS1 C2.63 H3-059_01
4634,KTS1 C2.63 H3-059_01
4634,KTS1 C2.63 H3-059_01
4640,KTS1 C2.18 H3-065b
4640,KTS1 C2.18 H3-065b
4643,KTS1 C2.52 06K17
4645,KTS1 C2.18 H3-069
4645,KTS1 C2.18 H3-069
4645,KTS1 C2.18 H3-069
4645,KTS1 C2.18 H3-069
4645,KTS1 C2.18 H3-069
4653,KTS1 C2.21 H3-076
4654,KTS1 C2.21 H3-076
4654,KTS1 C2.21 H3-076
4656,KTS1 C2.21 H3-078
4656,KTS1 C2.21 H3-078
4659,KTS1 C2.21 H3-081
4659,KTS1 C2.21 H3-081
4659,KTS1 C2.21 H3-081
4659,KTS1 C2.21 H3-081
4659,KTS1 C2.21 H3-081
4659,KTS1 C2.21 H3-081
4659,KTS1 C2.21 H3-081
4659,KTS1 C2.21 H3-081
4668,KTS1 C2.22 H3-090_01
4668,KTS1 C2.22 H3-090_01
4668,KTS1 C2.22 H3-090_01
4668,KTS1 C2.22 H3-090_01
4668,KTS1 C2.22 H3-090_01
4668,KTS1 C2.22 H3-090_01
4674,KTS1 C2.22 H3-096
4674,KTS1 C2.22 H3-096
4674,KTS1 C2.22 H3-096
4674,KTS1 C2.22 H3-096
4678,KTS1 C2.22 H3-100
4680,KTS1 C2.63 H3-102
4681,KTS1 C2.63 H3-103
4682,KTS1 C2.63 H3-104a
4683,KTS1 C2.63 H3-104b
4683,KTS1 C2.63 H3-104b
4683,KTS1 C2.63 H3-104b
4683,KTS1 C2.63 H3-104b
4683,KTS1 C2.63 H3-104b
4683,KTS1 C2.63 H3-104b
4689,KTS1 C2.23 H3-109
4692,KTS1 C2.23 H3-112
4692,KTS1 C2.23 H3-112
4692,KTS1 C2.23 H3-112
4692,KTS1 C2.23 H3-112
4697,KTS1 C2.23 H4-002
4697,KTS1 C2.23 H4-002
4700,KTS1 C2.24 H4-005a
4700,KTS1 C2.24 H4-005a
4703,KTS1 C2.23 H4-008
4703,KTS1 C2.23 H4-008
4703,KTS1 C2.23 H4-008
4703,KTS1 C2.23 H4-008
4703,KTS1 C2.23 H4-008
4703,KTS1 C2.23 H4-008
4703,KTS1 C2.23 H4-008
4711,KTS1 C2.24 H4-016
4711,KTS1 C2.24 H4-016
4711,KTS1 C2.24 H4-016
4711,KTS1 C2.24 H4-016
4711,KTS1 C2.24 H4-016
4716,KTS1 C2.24 H4-019
4716,KTS1 C2.24 H4-019
4716,KTS1 C2.24 H4-019
4716,KTS1 C2.24 H4-019
4721,KTS1 C2.24 H4-024
4721,KTS1 C2.24 H4-024
4721,KTS1 C2.24 H4-024
4721,KTS1 C2.24 H4-024
4721,KTS1 C2.24 H4-024
4727,KTS1 C2.24 H4-031
4730,KTS1 C2.25 H4-035
4730,KTS1 C2.25 H4-035
4730,KTS1 C2.25 H4-035
4730,KTS1 C2.25 H4-035
4730,KTS1 C2.25 H4-035
4730,KTS1 C2.25 H4-035
4736,KTS1 C2.25 H4-042
4736,KTS1 C2.25 H4-042
4739,KTS1 C2.25 H4-045
4740,KTS1 C2.63 H4-046
4740,KTS1 C2.63 H4-046
4740,KTS1 C2.63 H4-046
4743,KTS1 C2.25 H4-049
4744,KTS1 C2.25 H4-050
4745,KTS1 C2.25 H4-051
4747,KTS1 C2.25 H4-053
4749,KTS1 C2.26 H4-055
4750,KTS1 C2.26 H4-056
4751,KTS1 C2.25 H4-057a
4752,KTS1 C2.25 H4-057b
4753,KTS1 C2.25 H4-058_01
4754,KTS1 C2.26 H4-059
4755,KTS1 C2.26 H4-060
4756,KTS1 C2.63 H4-061
4757,KTS1 C2.63 H4-062
4760,KTS1 C2.26 H4-065
4761,KTS1 C2.25 H4-066a
4762,KTS1 C2.25 H4-066b
4770,KTS1 C2.57 Map.001h
4774,KTS1 C2.57 Map.001l
4776,KTS1 C2.57 Map.002a
4777,KTS1 C2.57 Map.002b
4778,KTS1 C2.57 Map.002c
4779,KTS1 C2.57 Map.002d
4780,KTS1 C2.57 Map.002e
4781,KTS1 C2.57 Map.002f
4782,KTS1 C2.57 Map.002g
4784,KTS1 C2.57 Map.002i
4785,KTS1 C2.57 Map.002j
4786,KTS1 C2.57 Map.003a
4787,KTS1 C2.57 Map.003b
4788,KTS1 C2.57 Map.003c
4789,KTS1 C2.57 Map.003d
4789,KTS1 C2.57 Map.003d
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4791,KTS1 C2.57 Map.004b
4803,KTS1 C2.57 Map.005a
4804,KTS1 C2.57 Map.005b
4805,KTS1 C2.57 Map.005c
4806,KTS1 C2.57 Map.005d
4807,KTS1 C2.57 Map.005e
4808,KTS1 C2.57 Map.005f
4809,KTS1 C2.57 Map.006a
4810,KTS1 C2.57 Map.006b
4811,KTS1 C2.57 Map.006c
4813,KTS1 C2.57 Map.006e
4814,KTS1 C2.57 Map.006f
4815,KTS1 C2.57 Map.006g
4816,KTS1 C2.57 Map.006h
4817,KTS1 C2.57 Map.006i
4818,KTS1 C2.57 Map.006j
4819,KTS1 C2.57 Map.006k
4821,KTS1 C2.57 Map.007b
4823,KTS1 C2.57 Map.007d
4824,KTS1 C2.57 Map.007e
4825,KTS1 C2.57 Map.007f
4839,KTS1 C2.58 Map.009a
4840,KTS1 C2.58 Map.009c
4841,KTS1 C2.58 Map.009b
4842,KTS1 C2.58 Map.009d
4843,KTS1 C2.58 Map.009e
4844,KTS1 C2.58 Map.009f
4844,KTS1 C2.58 Map.009f
4846,KTS1 C2.58 Map.010b
4847,KTS1 C2.58 Map.010c
4848,KTS1 C2.58 Map.010d
4849,KTS1 C2.58 Map.010e
4850,KTS1 C2.58 Map.010f
4851,KTS1 C2.58 Map.011a
4851,KTS1 C2.58 Map.011a
4851,KTS1 C2.58 Map.011a
4851,KTS1 C2.58 Map.011a
4851,KTS1 C2.58 Map.011a
4851,KTS1 C2.58 Map.011a
4858,KTS1 C2.58 Map.011h
4858,KTS1 C2.58 Map.011h
4862,KTS1 C2.58 Map.012b
4864,KTS1 C2.58 Map.012d
4865,KTS1 C2.58 Map.012e
4867,KTS1 C2.58 Map.012g
4868,KTS1 C2.58 Map.012h
4869,KTS1 C2.58 Map.012i
4870,KTS1 C2.58 Map.012j
4872,KTS1 C2.58 Map.012k
4873,KTS1 C2.58 Map.012l
4874,KTS1 C2.58 Map.013a
4877,KTS1 C2.58 Map.013d
4878,KTS1 C2.58 Map.013e
4879,KTS1 C2.58 Map.013f
4881,KTS1 C2.59 Map.014a
4882,KTS1 C2.59 Map.014b
4883,KTS1 C2.59 Map.014c
4884,KTS1 C2.59 Map.015a
4885,KTS1 C2.59 Map.015b
4886,KTS1 C2.59 Map.015c
4887,KTS1 C2.59 Map.015d
4888,KTS1 C2.59 Map.015e
4889,KTS1 C2.59 Map.016a
4890,KTS1 C2.59 Map.016b
4891,KTS1 C2.59 Map.016c
4894,KTS1 C2.59 Map.018a
4894,KTS1 C2.59 Map.018a
4894,KTS1 C2.59 Map.018a
4894,KTS1 C2.59 Map.018a
4894,KTS1 C2.59 Map.018a
4894,KTS1 C2.59 Map.018a
4894,KTS1 C2.59 Map.018a
4903,KTS1 C2.59 Map.018j
4903,KTS1 C2.59 Map.018j
4907,KTS1 C2.59 Map.019a
4908,KTS1 C2.59 Map.019b
4909,KTS1 C2.59 Map.019c
4910,KTS1 C2.59 Map.019d
4911,KTS1 C2.59 Map.019e
4912,KTS1 C2.59 Map.019f
4913,KTS1 C2.59 Map.019g
4914,KTS1 C2.59 Map.019h
4915,KTS1 C2.59 Map.019i
4916,KTS1 C2.59 Map.019j
4917,KTS1 C2.59 Map.019k
4918,KTS1 C2.60 Map.020a
4919,KTS1 C2.60 Map.020b
4920,KTS1 C2.60 Map.020c
4922,KTS1 C2.60 Map.021b
4923,KTS1 C2.60 Map.021c
4924,KTS1 C2.60 Map.021d
4925,KTS1 C2.60 Map.021e
4926,KTS1 C2.60 Map.021f
4927,KTS1 C2.60 Map.022a
4928,KTS1 C2.60 Map.022b
4929,KTS1 C2.60 Map.022c
4930,KTS1 C2.60 Map.022d
4931,KTS1 C2.60 Map.022e-1
4932,KTS1 C2.60 Map.022f-1
4933,KTS1 C2.60 Map.022g
4934,KTS1 C2.60 Map.022h
4935,KTS1 C2.60 Map.022i
4936,KTS1 C2.60 Map.023a
4937,KTS1 C2.60 Map.023b
4938,KTS1 C2.60 Map.023c
4939,KTS1 C2.60 Map.023d
4940,KTS1 C2.60 Map.023e
4942,KTS1 C2.60 Map.023g
4943,KTS1 C2.60 Map.023h
4944,KTS1 C2.60 Map.023i
4944,KTS1 C2.60 Map.023i
4944,KTS1 C2.60 Map.023i
4947,KTS1 C2.60 Map.025a
4948,KTS1 C2.60 Map.025b
4949,KTS1 C2.60 Map.025c
4949,KTS1 C2.60 Map.025c
4951,KTS1 C2.60 Map.025e
4952,KTS1 C2.60 Map.025f
4953,KTS1 C2.60 Map.025g
4954,KTS1 C2.60 Map.025h
4956,KTS1 C2.60 Map.025j
4958,KTS1 C2.60 Map.026b
4960,KTS1 C2.60 Map.026d
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4962,KTS1 C2.41 Map.027
4999,KTS1 C3.30 X1A01
5000,KTS1 C3.30 X1A02
5000,KTS1 C3.30 X1A02
5000,KTS1 C3.30 X1A02
5004,KTS1 C3.30 X1A06
5005,KTS1 C3.30 X1A07
5006,KTS1 C3.30 X1A08
5009,KTS1 C3.30 X1A09c
5010,KTS1 C3.30 X1A09d
5013,KTS1 C3.30 X1A10
5014,KTS1 C3.30 X1A11d
5016,KTS1 C3.30 X1A11b
5017,KTS1 C3.30 X1A11c
5019,KTS1 C3.30 X1A13
5020,KTS1 C3.30 X1A14
5021,KTS1 C3.30 X1A15a
5022,KTS1 C3.30 X1A15e
5023,KTS1 C3.30 X1A15f
5024,KTS1 C3.30 X1A15c
5025,KTS1 C3.30 X1A15d
5026,KTS1 C3.30 X1A15b
5027,KTS1 C3.30 X1A16
5028,KTS1 C3.30 X1A17
5029,KTS1 C3.30 X1A18a
5030,KTS1 C3.30 X1A18b
5031,KTS1 C3.30 X1A18c
5032,KTS1 C3.30 X1A18d
5033,KTS1 C3.30 X1A19
5034,KTS1 C3.30 X1A20
5035,KTS1 C3.30 X1A21
5036,KTS1 C3.30 X1B01
5037,KTS1 C3.30 X1B02
5037,KTS1 C3.30 X1B02
5039,KTS1 C3.31 X1B04
5044,KTS1 C3.31 X1B08_01
5045,KTS1 C3.31 X1B09
5046,KTS1 C3.31 X1B10
5047,KTS1 C3.31 X1B11
5048,KTS1 C3.31 X1B12
5049,KTS1 C3.31 X1B13
5050,KTS1 C2.36 X3C24_01-03
5051,KTS1 C3.31 X1B15
5052,KTS1 C3.31 X1B16
5053,KTS1 C3.31 X1B17
5054,KTS1 C3.31 X1B18
5055,KTS1 C3.31 X1B19
5056,KTS1 C3.31 X1C01
5065,KTS1 C3.31 X1C10
5066,KTS1 C3.31 X1C11
5068,KTS1 C3.38 X1C13_01
5069,KTS1 C3.38 X1C14
5071,KTS1 C3.38 X1C16a
5073,KTS1 C3.38 X1C17
5074,KTS1 C3.38 X1C18
5074,KTS1 C3.38 X1C18
5077,KTS1 C3.38 X1C21a
5078,KTS1 C3.38 X1C21b
5079,KTS1 C3.38 X1C22
5080,KTS1 C3.38 X1C23
5081,KTS1 C3.38 X1C24
5082,KTS1 C3.38 X1C25
5083,KTS1 C2.28 X1D01_01
5084,KTS1 C2.28 X1D02
5085,KTS1 C2.28 X1D03
5087,KTS1 C2.28 X1D05a
5088,KTS1 C3.31 X1D05b
5089,KTS1 C2.28 X1D06
5090,KTS1 C2.28 X1D07
5091,KTS1 C2.28 X1D08
5092,KTS1 C2.28 X1D09
5093,KTS1 C2.28 X1D10
5095,KTS1 C2.28 X1D12
5096,KTS1 C2.28 X1D13
5097,KTS1 C2.28 X1D14
5098,KTS1 C2.28 X1D15
5099,KTS1 C2.28 X1D16
5100,KTS1 C2.28 X1D17
5101,KTS1 C2.28 X1D18
5103,KTS1 C2.28 X1D20
5104,KTS1 C2.28 X1D21
5105,KTS1 C2.28 X1D22
5108,KTS1 C2.28 X1D24
5115,KTS1 C3.39 X2A05
5130,KTS1 C2.29 X2B05
5131,KTS1 C2.29 X2B06
5132,KTS1 C2.29 X2B07
5133,KTS1 C2.29 X2B08
5135,KTS1 C2.36 X3C26
5139,KTS1 C2.36 X3C25
5141,KTS1 C2.29 X2B16
5142,KTS1 C2.29 X2B17_01
5143,KTS1 C2.29 X2B18a
5144,KTS1 C2.29 X2B18b
5145,KTS1 C2.29 X2B19
5146,KTS1 C2.29 X2B20
5147,KTS1 C2.29 X2B21
5148,KTS1 C2.29 X2B22
5149,KTS1 C2.29 X2B23
5150,KTS1 C2.29 X2B24a
5151,KTS1 C2.29 X2C01
5152,KTS1 C2.29 X2C02a
5153,KTS1 C2.29 X2C02b
5154,KTS1 C2.29 X2C03
5155,KTS1 C2.29 X2C04_01
5156,KTS1 C2.29 X2C04_02
5157,KTS1 C2.29 X2C05
5158,KTS1 C2.35 X2C06
5159,KTS1 C2.35 X2C07
5165,KTS1 C2.35 X2C12
5166,KTS1 C2.35 X2C13
5167,KTS1 C2.35 X2C14
5168,KTS1 C2.35 X2C15
5169,KTS1 C2.35 X2C16
5170,KTS1 C2.35 X2C17
5172,KTS1 C2.35 X2C19
5173,KTS1 C2.35 X2C20
5176,KTS1 C3.39 X2D02
5177,KTS1 C3.39 X2D03b
5179,KTS1 C3.39 X2D04a
5180,KTS1 C3.39 X2D04b
5181,KTS1 C3.39 X2D05a
5182,KTS1 C3.46 X2D05b
5183,KTS1 C3.39 X2D05c
5184,KTS1 C3.46 X2D06
5185,KTS1 C3.46 X2D07
5187,KTS1 C3.46 X2D09
5188,KTS1 C3.46 X2D10
5189,KTS1 C3.46 X2D11
5190,KTS1 C3.46 X2D12
5191,KTS1 C3.46 X2D13
5195,KTS1 C3.46 X2D17
5196,KTS1 C3.46 X2D18a
5197,KTS1 C3.46 X2D18b
5198,KTS1 C3.46 X3A01
5199,KTS1 C3.46 X3A02a
5200,KTS1 C3.46 X3A02b
5201,KTS1 C3.46 X3A03
5202,KTS1 C3.46 X3A04
5203,KTS1 C3.46 X3A05
5204,KTS1 C3.46 X3A06
5205,KTS1 C3.46 X3A07_01
5206,KTS1 C3.46 X3A08
5207,KTS1 C3.46 X3A09
5208,KTS1 C3.46 X3A10
5209,KTS1 C3.46 X3A11
5210,KTS1 C3.46 X3A12
5211,KTS1 C3.46 X3A13
5212,KTS1 C3.47 X3A14
5214,KTS1 C3.47 X3A17
5216,KTS1 C3.47 X3A19
5217,KTS1 C3.47 X3B01
5218,KTS1 C3.47 X3B02
5221,KTS1 C3.47 X3B05
5222,KTS1 C3.47 X3B06
5224,KTS1 C3.47 X3B07b
5225,KTS1 C3.47 X3B07c
5226,KTS1 C3.47 X3B07d
5227,KTS1 C3.47 X3B08c
5228,KTS1 C3.47 X3B08b
5229,KTS1 C3.47 X3B08a
5230,KTS1 C3.47 X3B09b
5231,KTS1 C3.47 X3B09c
5232,KTS1 C3.47 X3B09d
5233,KTS1 C3.47 X3B09a
5234,KTS1 C3.47 X3B10
5235,KTS1 C3.47 X3B11a
5236,KTS1 C3.47 X3B11b
5237,KTS1 C3.47 X3B12
5244,KTS1 C2.35 X3B19
5247,KTS1 C2.35 X3B22
5248,KTS1 C2.35 X3C01
5251,KTS1 C2.35 X3C04
5252,KTS1 C2.35 X3C05
5253,KTS1 C2.36 X3C06
5256,KTS1 C2.36 X3C09
5257,KTS1 C2.36 X3C10
5258,KTS1 C2.36 X3C11
5260,KTS1 C2.36 X3C13
5261,KTS1 C2.36 X3C14
5262,KTS1 C2.36 X3C15
5263,KTS1 C2.36 X3C16
5264,KTS1 C2.36 X3C17
5266,KTS1 C2.36 X3C19
5267,KTS1 C2.36 X3C20a
5269,KTS1 C2.36 X3C21
5270,KTS1 C2.36 X3C22
5270,KTS1 C2.36 X3C22
5270,KTS1 C2.36 X3C22
5270,KTS1 C2.36 X3C22
5270,KTS1 C2.36 X3C22
5270,KTS1 C2.36 X3C22
5276,KTS1 C2.02 X3D06_01
5276,KTS1 C2.02 X3D06_01
5276,KTS1 C2.02 X3D06_01
5276,KTS1 C2.02 X3D06_01
5276,KTS1 C2.02 X3D06_01
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5282,KTS1 C2.02 X3D11
5294,KTS1 C2.02 X3D22
5296,KTS1 C2.02 X3D23b
5298,TOP BE.FLA
5303,NS3.3a NL
5312,REF3 ABRA
5317,TOP FR 5
5339,TOP DE.DRE 7
5340,TOP BE.FLA
5341,TRE AFFL
5342,BIB4 IT GARD
5351,PHI AHLH a
5352,PHI AHLH a
5352,PHI AHLH a
5364,TOP NL 5
5369,INS3.1e IT.MIL
5375,BIB1 ALDU
5381,VIS ALEX
5383,TOP ES 6
5388,TRE ALLA
5409,TRE AMIO
5417,PHI ROSE a
5418,TOP HR 0
5424,TRE ANGL
5430,TOP CO.CAL
5431,TOP GB.RIP 4
5436,VIS XL DEBO
5437,TOP BE.FLA
5456,TOP DE 5
5457,LIT ROQU a
5464,LIT COUR a
5477,TRE VALO
5479,TOP FR 5
5492,MTP1 APFE
5496,MTP 2 ARGE
5507,TOP DE 5
5514,BIB4 DE.WOL
5521,TOP GB 5
5532,TOP DE.AAC
5534,MTP1 ASSE
5540,TOP BE.LIE 0
5542,PHI AUGU a
5571,
5651,
5652,
5655,
5655,
5666,PHI BACH a
5667,BIO BACH1 e
5669,BIO BACH7 b
5671,
5671,
5754,TOP DE.BER 5
5771,TOP NL.AMS
5777,INS4.1b NL
5783,TOP PL.KRA
5784,TOP FR.SAI6
5789,GEN 2
5800,BIB4 IT.VEN1
5803,BIO GRAA d
5809,MTP 2 BARR
5811,MTP 2 BART
5816,BIB4 BE.LIE
5820,TOP DE.HEI1 0
5830,VIS BAUE
5844,BIB4 IT.FLO
5849,TOP IT 4
5850,TOP DE.PFU
5853,TOP DE.DRE 4
5854,TOP NL
5856,KTS1 H.09.010
5861,TOP ES.MAD 4
5870,TRE BEER
5872,SCO S BEET
5876,MTP1 BEHN
5890,TOP IT 5
5900,TOP FR.PAR 5
5901,TOP FR 5
5910,VIS BERE
5911,VIS BERE
5913,TOP DE.TRI
5914,TOP FR.PAR 7
5916,VIS BERG
5919,MTP2 BERG
5920,TOP IT 5
5940,MTP1 BERN
5954,VIS BERT
5955,BIB4 IT.ROM
5961,BIB4 DE.FRA1 4
5974,TOP DE.MUN2 5
5979,MTP1 BEYE
5984,VIS BIAN
5998,TOP DE.BAU
6017,BIB4 CH.COL
6018,BIB4 DE.WOL 5
6019,TOP AT 5
6021,BIB4 DK.COP
6025,VIS BJUR
6027,TOP BE.FLA 3
6032,BIO BACH1 e
6035,TOP MM 7
6036,BIB4 DE.BER
6042,TOP DE 5
6043,VIS CREM
6045,BIB4 BE.BRU1
6047,BIB1 BLOK
6055,BIO MOZA1 e
6061,TOP FR 5
6068,GEN2
6070,TOP DE.BER 5
6074,SCO S BOCC
6077,TOP DE.WEI1 5
6090,BIB4 DE.LEI
6100,TOP NL 4
6131,TOP FR.CHA
6133,TOP FR.EVR
6147,TOP DE.BON 4
6152,TOP FR 5
6153,MTP 2 BORR
6177,TOP DE.WUR
6187,BIO BOSW a
6194,BIB4 IT.CRE
6214,VIS BOWL
6217,TOP GB 4
6221,VIS BRAA
6224,GEN 15
6225,TOP BE.BRU1 4
6230,TOP DE.MIN
6234,BIO BACH1 e
6237,TOP DE.PRU 6
6238,TRE BRAU
6240,TOP DE.HAM 5
6241,TOP DE 5
6246,TOP DE.LUB
6252,TOP DE.NIE2 4
6253,TOP FR 4
6254,INS5.1a FR
6255,GEN 15
6260,VIS BRIN
6262,TOP GB 5
6269,REF3 BRIQ
6275,TOP US 5
6281,TOP DE.KON
6283,TOP FR 5
6284,BIB3 BROO
6286,VIS BROO
6288,REF4 SCHN
6289,TOP FR.PAR 4
6314,TOP IT.FLO 4
6317,VIS BROW
6319,TOP DE.ERF
6356,TRE HEIN
6373,TOP NL.SCH6
6374,TOP BE.FLA 4
6382,TOP DE 5
6415,BIB4 IT.PIA
6416,BIO BACH1 e
6420,VIS BUTT
6421,VIS BUTT
6451,SCO S BYRD
6456,SCO S BYRD
6459,TOP IT.LEG
6472,MTP 2 CALD
6480,TRE TINC
6485,VIS CANE
6486,BIO MATT d
6496,REF1
6500,MTP 2 CARC
6511,BIO BACH1 e
6526,TOP FR 5
6539,INS3.3a
6562,MTP1 CHAI
6564,TOP PL 0
6565,BIO BEET e
6582,TOP FR.SOU
6599,MTP 2 CHYB
6608,BIO BART e
6616,BIO BACH1 e
6622,BIO BACH1 e
6623,TOP IT.GUB 4
6633,VIS CLOU
6639,VIS COGN
6640,TOP FR.PAR 5
6643,INS4.5a ORLA
6645,MTP 2 COK
6649,
6654,TOP IT 4
6663,BIB4 IT.CES
6676,BIB4 BE.BRU1
6678,TOP BE.FLA
6691,BIB4 BE COUS
6698,TOP GB 0
6702,BIB1 NL.AMS CRAS
6720,TOP GB 5
6735,TOP FR.PAR
6749,BIO BACH1 e
6755,BIO BACH1 e
6767,TOP FR 3
6776,BIB4 DK 5
6777,BIB3 DAVI
6782,TOP ID
6784,BIB4 GB 5
6787,BIB4 BE.ANT
6797,TRE DEBU
6816,BIB4 BE.LEU
6825,VIS DENT
6830,TOP DE.FLE
6834,TOP NL 4
6838,BIB3 DEUT
6842,BIB4 FR.PAR 5
6873,TOP BE 6
6889,INS3.1e NL.ALK
6902,VIS DISE
6917,VIS BRUM
6986,VIS DOMM
6998,TOP OM 5
7015,TOP DE.ERF 3
7016,INS1a
7025,PHI BACO b BOWE
7030,TOP DE 5
7032,TOP IT
7035,BIB3 DUCK
7036,BIB1 DUDB
7037,MTP2 DUDL
7038,MTP1 DUFF
7048,TOP FR 5
7053,TOP DE.DRES 4
7062,TOP IT.FER 4
7065,BIB4 IT.PAD
7068,TOP FR.VER 5
7089,BIO BACH1 e
7091,BIO BACH1 e
7096,TOP PL.WRO
7097,TOP GB 3
7098,VIS EATO
7099,TOP DE.BER 5
7101,VIS EBER
7106,TOP FR.PAR 4
7107,BIB4 FR.PAR ROST
7145,TRE EINS
7156,BIO REGT d
7163,Top NL.DEL
7166,TOP DE. LUB
7167,MTP1 ELLI
7183,BIB1 AKTB
7194,TOP DE.THU 0
7195,TOP DE.KAS 5
7212,TOP DE. SCH4
7245,TOP IT.FER 4
7247,TRE FAGE
7254,TOP IT.BOL1
7261,BIB4 DE.BER VOSS
7264,TOP DE.DRES 5
7265,TRE BENE
7267,TRE FEDE
7271,TOP BG.MAD 3
7273,TOP DE.MAN 5
7275,AES FEIT
7276,TOP DE.SIL 3
7284,TOP DE.RHI
7289,TOP GB 4
7293,TOP IT 4
7295,MTP 2 FERR
7334,MTP1 DAHL
7340,BIB4 CH.BER
7351,INS4.5a FLAS
7354,GHM0
7364,TOP DE.LUB
7379,GEN 5
7380,TOP DE 5
7388,MTP1 FOKK
7389,MTP1 FOKK
7390,BIB3 FOLT
7395,TOP CH.MOU
7414,VIS FRAN
7416,VIS FRAN
7425,TOP FR 3
7427,TOP NL.ZWO
7431,TOP GB.BIR
7437,TOP AT.KRE
7439,TOP IT 5
7451,TOP PL.SZC 5
7456,TOP AT.UNG
7473,TOP DK
7474,TOP DK.COP
7493,
7495,BIB4 GB.CAM
7498,GEN 12
7510,VIS GABE
7521,TOP CA 5
7523,SCO S GALL
7529,TOP IT.BOL1 0
7536,TOP ES.BAR 5
7545,BIB4 FR.PAR
7547,TRE GASP
7552,MTP 2 GAST
7556,BIB4 DE 5
7578,GEN 2
7580,TOP NL 4
7582,TOP IT 5
7582,TOP IT 5
7588,GEN 5
7591,TOP AT.VIE 5
7603,TOP NL 4
7604,TOP NL.OVE
7624,TOP GB.SHE 3
7625,REF3 GIEG
7626,REF3 GIEG
7638,VIS HOLT
7640,VIS GIMP
7645,TOP DE 5
7648,GEN 3
7649,GEN 3
7677,VIS GOCK
7682,BIB2 GOED
7684,TRE GOET
7691,BIB3 GOHL
7694,BIB4 DE.BAV
7695,VIS GOLD
7703,AES GOLD
7708,BIB3 DE.MUN1
7711,TOP.DE BRE 5
7714,VIS GOMB
7717,TOP GB 5
7719,VIS GOOL
7733,BIB4 DE.ULM
7739,INS5.1d SOUR
7744,TOP IL
7745,TOP SE.LUN
7746,VIS GRAN
7747,BIB4 FR.PAR
7755,TRE GRAS
7757,TOP GB 4
7758,TOP DE 3
7768,TOP BE.FLA 5
7775,TOP DE.BRA1 4
