qid,occurrence,label,description,instance_of,uri
Q3107973,1,Giuseppe Amendola,Italian composer,Q5,http://wikidata.org/entity/Q3107973
Q44573,1,Żebbuġ,city in Malta,Q515,http://wikidata.org/entity/Q44573
Q193896,1,Malta,island of Malta,Q23442,http://wikidata.org/entity/Q193896
Q94802201,1,Francesco Salieri,brother of Antonio Salieri,Q5,http://wikidata.org/entity/Q94802201
Q18609918,1,Giuseppe Simoni,organist of the Legnago Cathedral,Q5,http://wikidata.org/entity/Q18609918
Q48027,1,Legnago,Italian comune,Q747074,http://wikidata.org/entity/Q48027
Q4892657,1,Carme Karr Alfonsetti,"Spanish composer and feminist, editor",Q5,http://wikidata.org/entity/Q4892657
Q61912,2,Wertheim,"municipality in Main-Tauber-Kreis, Germany",Q42744322,http://wikidata.org/entity/Q61912
Q94869616,1,Václav Jan Stamitz,,Q5,http://wikidata.org/entity/Q94869616
Q954596,3,Havlíčkův Brod,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q954596
Q380588,2,Melanchthon-Gymnasium Nürnberg,"school in Nuremberg, Germany",Q3914,http://wikidata.org/entity/Q380588
Q880228,2,University of Altdorf,"cultural heritage monument in Landkreis Nürnberger Land, Bavaria, Germany",Q3918,http://wikidata.org/entity/Q880228
Q28949675,1,Simon-Pierre Mérard de Saint-Just,French writer (1749-1812),Q5,http://wikidata.org/entity/Q28949675
Q8078085,1,Édoard Creuzé,sport shooter,Q5,http://wikidata.org/entity/Q8078085
Q3219148,1,Laurent Cunin-Gridaine,French politician,Q5,http://wikidata.org/entity/Q3219148
Q16034163,1,Creuzé family,French family,Q13417114,http://wikidata.org/entity/Q16034163
Q555808,1,Giovanni Furno,Italian composer,Q5,http://wikidata.org/entity/Q555808
Q4395043,1,Félix Rault,,Q5,http://wikidata.org/entity/Q4395043
Q817418,1,Joinville,"commune in Haute-Marne, France",Q484170,http://wikidata.org/entity/Q817418
Q183356,1,Charenton asylum,lunatic asylum,Q16917,http://wikidata.org/entity/Q183356
Q212793,3,Charenton-le-Pont,"commune in Val-de-Marne, France",Q484170,http://wikidata.org/entity/Q212793
Q274327,1,Saint-Maurice,"commune in Val-de-Marne, France",Q484170,http://wikidata.org/entity/Q274327
Q39069833,3,harpsichord maker,"profession that designs, builds, and maintains harpsichords",Q28640,http://wikidata.org/entity/Q39069833
Q95202848,1,Clara Consdorff,,Q5,http://wikidata.org/entity/Q95202848
Q717938,4,Wschowa,city of Poland,Q3957,http://wikidata.org/entity/Q717938
Q94842574,1,Martin Herbrigk,,Q5,http://wikidata.org/entity/Q94842574
Q207593,2,Muret,"commune in Haute-Garonne, France",Q484170,http://wikidata.org/entity/Q207593
Q864102,1,Eymet,"commune in Dordogne, France",Q484170,http://wikidata.org/entity/Q864102
Q27514986,1,goguettier,goguette singer,Q28640,http://wikidata.org/entity/Q27514986
Q182287,1,Crépy-en-Valois,"commune in Oise, France",Q484170,http://wikidata.org/entity/Q182287
Q729071,1,Pablo Bruna,Spanish composer and organist (1611-1679),Q5,http://wikidata.org/entity/Q729071
Q1637315,1,Alagón,municipality of Spain,Q61763947,http://wikidata.org/entity/Q1637315
Q113660787,1,Juan Francisco Sayas,Spanish composer,Q5,http://wikidata.org/entity/Q113660787
Q3229812,1,Leopold von Zenetti,Austrian composer (1805-1892),Q5,http://wikidata.org/entity/Q3229812
Q257130,1,Ansfelden,"municipality in Linz-Land District, Upper Austria, Austria",Q667509,http://wikidata.org/entity/Q257130
Q1875798,1,Jacob Levecq,painter from the Northern Netherlands (1634-1675),Q5,http://wikidata.org/entity/Q1875798
Q13466267,1,Christina Maria Elliger,Dutch artist,Q5,http://wikidata.org/entity/Q13466267
Q78151841,1,Nederlands-Indische Bestuursacademie,academy in The Hague,Q162633,http://wikidata.org/entity/Q78151841
Q131938024,1,Cornelis Schouman,"Dutch, 18th century, male. Active in Middelburg. Born in Dordrecht; died before 15 July 1749. Painter. Cornelis Schouman was a guild master in Middelburg in 1729. He was the brother of Aert Schouman.",Q5,http://wikidata.org/entity/Q131938024
Q29377239,1,Jabes Heenck,Dutch painter (1752–1782),Q5,http://wikidata.org/entity/Q29377239
Q55792154,1,Aart  Schouman (II),,Q5,http://wikidata.org/entity/Q55792154
Q724497,1,Asger Hamerik,Danish composer (1843–1923),Q5,http://wikidata.org/entity/Q724497
Q4495311,1,Frederik Hammerich,Danish theologian and historian (1809-1877),Q5,http://wikidata.org/entity/Q4495311
Q135642498,1,Julia Augusta Scheuermann,,Q5,http://wikidata.org/entity/Q135642498
Q12329534,1,Nær og Fjern,,Q41298,http://wikidata.org/entity/Q12329534
Q1766608,1,Illustreret Tidende,Danish weekly illustrated magazine (1859–1924),Q1002697,http://wikidata.org/entity/Q1766608
Q12340828,1,Vestre Borgerdydskole,,Q16969697,http://wikidata.org/entity/Q12340828
Q625078,2,Treuenbrietzen,"town in Brandenburg state,Germany",Q42744322,http://wikidata.org/entity/Q625078
Q6260435,1,John Temple,Irish politician,Q5,http://wikidata.org/entity/Q6260435
Q6260433,1,John Temple,"Irish lawyer, courtier and politician",Q5,http://wikidata.org/entity/Q6260433
Q76336040,1,Mary Hammond,Peerage person ID=697912,Q5,http://wikidata.org/entity/Q76336040
Q33843,2,Tannay,"commune in Nièvre, France",Q484170,http://wikidata.org/entity/Q33843
Q12013238,5,ophthalmologist,physician who practices ophthalmology,Q66811410,http://wikidata.org/entity/Q12013238
Q774306,4,surgeon,physician with surgical specialty,Q66811410,http://wikidata.org/entity/Q774306
Q3261316,1,Louis Bossuet,French parlementaire,Q5,http://wikidata.org/entity/Q3261316
Q43048,1,Rhodes,"island in Aegean sea, Greece",Q23442,http://wikidata.org/entity/Q43048
Q2639498,1,Boethus of Sidon,Peripatetic philosopher from Sidon 75-10BC,Q5,http://wikidata.org/entity/Q2639498
Q3180612,1,Johann Michael Heineccius,German theologian,Q5,http://wikidata.org/entity/Q3180612
Q486568,1,Eisenberg,"town in Thuringia, Germany",Q134626,http://wikidata.org/entity/Q486568
Q1450915,7,François Benoist,French musician (1794–1878),Q5,http://wikidata.org/entity/Q1450915
Q2845754,4,former 3rd arrondissement of Paris,"one of the 12 administrative districts of Paris, France, before 1860",Q2845944,http://wikidata.org/entity/Q2845754
Q560757,1,Wilhelm Hensel,German painter (1794–1861),Q5,http://wikidata.org/entity/Q560757
Q1216692,1,Cheminon,"commune in Marne, France",Q484170,http://wikidata.org/entity/Q1216692
Q401557,1,Charles de Wailly,French architect (1730-1798),Q5,http://wikidata.org/entity/Q401557
Q532000,1,Missen-Wilhams,"municipality in the district of Oberallgäu, Bavaria, Germany",Q116457956,http://wikidata.org/entity/Q532000
Q209554,7,Western concert flute,transverse woodwind instrument made of metal or wood,Q110295396,http://wikidata.org/entity/Q209554
Q557427,1,Scheden,municipality of Germany,Q116457956,http://wikidata.org/entity/Q557427
Q572615,1,Beeskow,"town in Brandenburg state, Germany",Q42744322,http://wikidata.org/entity/Q572615
Q501661,2,Schleswig,"town in Schleswig-Holstein, Germany",Q3957,http://wikidata.org/entity/Q501661
Q19668253,1,Howard Helmick,American painter (1845-1907),Q5,http://wikidata.org/entity/Q19668253
Q3243461,14,collector,person whose occupation or hobby is collecting things,Q12737077,http://wikidata.org/entity/Q3243461
Q98544732,4,scientific collector,person who collects scientific or biological specimens,Q12737077,http://wikidata.org/entity/Q98544732
Q1807266,1,Shepherdstown,"town in Jefferson County, West Virginia, United States",Q15127012,http://wikidata.org/entity/Q1807266
Q5092,8,Baltimore,"city in Maryland, United States",Q1266818,http://wikidata.org/entity/Q5092
Q114770281,1,Adam Stephen Dandridge,1845 - certain 12 Jan 1924,Q5,http://wikidata.org/entity/Q114770281
Q5221079,1,Danske Dandridge,"American poet, writer, historian, gardener (1854–1914)",Q5,http://wikidata.org/entity/Q5221079
Q614801,1,Barton Warren Evermann,American ichthyologist (1853–1932),Q5,http://wikidata.org/entity/Q614801
Q3142058,1,Hubert Lyman Clark,U.S. zoologist (1870–1947),Q5,http://wikidata.org/entity/Q3142058
Q517132,1,Auguste Franchomme,French musician (1808-1884),Q5,http://wikidata.org/entity/Q517132
Q1332960,2,Bourmont,"former commune in Haute-Marne, France",Q484170,http://wikidata.org/entity/Q1332960
Q499921,1,Andreas Peter Berggreen,"Danish composer, organist and pedagogue (1801-1880)",Q5,http://wikidata.org/entity/Q499921
Q323435,2,Jacob Adolf Hägg,Swedish composer (1850–1928),Q5,http://wikidata.org/entity/Q323435
Q6124765,1,seminary of nobles,"Jesuit higher educational institution, which formerly existed in Spain",Q127688951,http://wikidata.org/entity/Q6124765
Q288760,1,Chapaize,"commune in Saône-et-Loire, France",Q484170,http://wikidata.org/entity/Q288760
Q191115,1,Albano Laziale,Italian comune,Q747074,http://wikidata.org/entity/Q191115
Q138648,2,Maubeuge,"commune in Nord, France",Q484170,http://wikidata.org/entity/Q138648
Q434390,2,Philip of Burgundy,Dutch bishop,Q5,http://wikidata.org/entity/Q434390
Q67442430,1,Perthshire,historic county of Scotland,Q67376938,http://wikidata.org/entity/Q67442430
Q565963,1,Sulza,municipality of Germany,Q116457956,http://wikidata.org/entity/Q565963
Q2316315,1,,"human settlement in Vittorio Veneto, Province of Treviso, Veneto, Italy",Q1134686,http://wikidata.org/entity/Q2316315
Q47578,1,Vittorio Veneto,Italian comune,Q747074,http://wikidata.org/entity/Q47578
Q805608,1,Balthasar Haug,German author,Q5,http://wikidata.org/entity/Q805608
Q61890,3,Marbach am Neckar,town in Germany,Q42744322,http://wikidata.org/entity/Q61890
Q884150,2,Karlsschule Stuttgart,former Military Academy and Fine Arts Academy in Gerlingen and later Stuttgart (1770-1794),Q3914,http://wikidata.org/entity/Q884150
Q870764,4,Theater Aachen,"theatre company in Aachen, Germany",Q11812394,http://wikidata.org/entity/Q870764
Q553076,1,Elgersburg,"municipality in Thuringia, Germany",Q116457956,http://wikidata.org/entity/Q553076
Q2596612,1,Wümbach,human settlement in Germany,Q253019,http://wikidata.org/entity/Q2596612
Q3042,8,Offenbach am Main,"city in Hesse, Germany",Q1549591,http://wikidata.org/entity/Q3042
Q1984932,1,Teicha,human settlement in Germany,Q253019,http://wikidata.org/entity/Q1984932
Q20050,1,Fossano,Italian comune,Q747074,http://wikidata.org/entity/Q20050
Q1756908,1,Nechanice,town in the Czech Republic,Q5153359,http://wikidata.org/entity/Q1756908
Q843021,1,Tolna,town in Hungary,Q13218690,http://wikidata.org/entity/Q843021
Q193478,1,Buda,"western part of Budapest, Hungary, former independent city",Q515,http://wikidata.org/entity/Q193478
Q137322477,1,reproductive printmaker,,Q28640,http://wikidata.org/entity/Q137322477
Q61155183,2,mezzotinter,someone who makes mezzotint prints,Q28640,http://wikidata.org/entity/Q61155183
Q65123129,2,print publisher,person or organization that publishes prints,Q28640,http://wikidata.org/entity/Q65123129
Q28873481,1,Huyck Allart,,Q5,http://wikidata.org/entity/Q28873481
Q34607,1,Este,Italian comune,Q747074,http://wikidata.org/entity/Q34607
Q546,8,Trieste,city and seaport in northeastern Italy,Q747074,http://wikidata.org/entity/Q546
Q4888380,1,Benjamin Carr,American composer (1768–1831),Q5,http://wikidata.org/entity/Q4888380
Q111141348,1,Johannes Gerrit Willem Merkes van Gendt,,Q5,http://wikidata.org/entity/Q111141348
Q502467,1,Oderwitz,municipality of Germany,Q116457956,http://wikidata.org/entity/Q502467
Q6406,1,Bad Schandau,"town in Saxon Switzerland, Germany",Q42744322,http://wikidata.org/entity/Q6406
Q157200,5,Zittau,"city in the south east of Saxony, Germany",Q448801,http://wikidata.org/entity/Q157200
Q55361432,1,Wilhelm Gottlieb Hauff,,Q5,http://wikidata.org/entity/Q55361432
Q255913,1,Söll,"municipality in Kufstein District, Tyrol, Austria",Q1802801,http://wikidata.org/entity/Q255913
Q3261922,1,Louis Francœur,French composer and violinist,Q5,http://wikidata.org/entity/Q3261922
Q323650,1,Louis-Benjamin Francoeur,"French mathematician, astronomer and naturalist (1773-1849)",Q5,http://wikidata.org/entity/Q323650
Q3080673,1,Stanwell,"village in the borough of Spelthorne, Surrey, England, UK",Q532,http://wikidata.org/entity/Q3080673
Q1359434,1,Ernst Martin Chladni,German jurist,Q5,http://wikidata.org/entity/Q1359434
Q4345832,1,Saint Petersburg Academy of Sciences,historical academy (1724–1917),Q414147,http://wikidata.org/entity/Q4345832
Q2599593,34,germanist,scholar specialising in the German language or culture or literature,Q28640,http://wikidata.org/entity/Q2599593
Q13416354,5,mineralogist,person studying minerals,Q28640,http://wikidata.org/entity/Q13416354
Q20732284,1,Johannes Enschedé V,26 Aug 1851 - certain 26 Nov 1911,Q5,http://wikidata.org/entity/Q20732284
Q20732293,1,Charles Enschedé,23 Mar 1855 - certain 25 Aug 1919 (1855–1919),Q5,http://wikidata.org/entity/Q20732293
Q20732278,1,Johannes Enschedé IV,19th century newspaper editor from the Northern Netherlands,Q5,http://wikidata.org/entity/Q20732278
Q15869701,1,Albéric du Bus de Gisignies,Belgian politician (1810-1874),Q5,http://wikidata.org/entity/Q15869701
Q1662561,8,paleontologist,scientist specialising in paleontology,Q28640,http://wikidata.org/entity/Q1662561
Q2790744,1,Leonard du Bus de Gisignies,Dutch politician,Q5,http://wikidata.org/entity/Q2790744
Q16034128,1,,family,Q13417114,http://wikidata.org/entity/Q16034128
Q2014020,1,State University of Leuven,"former university in Leuven (Louvain), Belgium (1817–1835)",Q3918,http://wikidata.org/entity/Q2014020
Q220732,1,Le Faou,"commune in Finistère, France",Q484170,http://wikidata.org/entity/Q220732
Q60059,3,Albertus Magnus,German-Dominican friar and saint (c. 1200–1280),Q5,http://wikidata.org/entity/Q60059
Q100437766,2,Adenolfo d'Aquino,1218 - before 1271,Q5,http://wikidata.org/entity/Q100437766
Q100439696,2,Teodora d'Aquino,- Aft 1294,Q5,http://wikidata.org/entity/Q100439696
Q1469535,3,Latin Catholic priest,"minister in the Catholic Church of the West, of the Roman rite, who have received the second degree of the sacrament of orders. They can administer five of the seven sacraments, except confirmation and ordination, reserved for the bishop",Q63188808,http://wikidata.org/entity/Q1469535
Q106766784,2,castle of the counts of Aquino,"castle in Roccasecca, province of Frosinone, Italy",Q23413,http://wikidata.org/entity/Q106766784
Q1775258,2,Fossanova Abbey,"abbey in Priverno, Italy",Q91315817,http://wikidata.org/entity/Q1775258
Q21283581,2,Landulphe d'Aquino,1245,Q5,http://wikidata.org/entity/Q21283581
Q100437775,2,Teodora Galluccio,1180 - uncertain 1250,Q5,http://wikidata.org/entity/Q100437775
Q676267,2,Henry Bate of Malines,Flemish philosopher,Q5,http://wikidata.org/entity/Q676267
Q1636083,3,Remigio dei Girolami,medieval Italian theologian,Q5,http://wikidata.org/entity/Q1636083
Q3700123,2,House of D'Aquino,Italian noble family,Q62796544,http://wikidata.org/entity/Q3700123
Q691851,8,University of Naples Federico II,university in Naples,Q875538,http://wikidata.org/entity/Q691851
Q94932230,1,Johann Franz Albrecht Gerbert von Hornau,,Q5,http://wikidata.org/entity/Q94932230
Q82690,1,Horb am Neckar,municipality in Germany,Q42744322,http://wikidata.org/entity/Q82690
Q2845758,2,former 6th arrondissement of Paris,"one of the twelve administrative districts of Paris, France, before 1860",Q2845944,http://wikidata.org/entity/Q2845758
Q2834476,1,Alexis Chassang,French classical philologist (1827–1888),Q5,http://wikidata.org/entity/Q2834476
Q55140215,2,Pensionnat normal,,Q269770,http://wikidata.org/entity/Q55140215
Q2135485,2,law librarian,librarian who works in the legal field,Q15987302,http://wikidata.org/entity/Q2135485
Q9182180,2,Burgsteinfurt,"district of Steinfurt in North Rhine-Westphalia, Germany",Q253019,http://wikidata.org/entity/Q9182180
Q71738410,1,Johan Hendrik Sikemeier,Dutch pianist,Q5,http://wikidata.org/entity/Q71738410
Q5172058,2,Cornélie van Oosterzee,Dutch pianist and composer,Q5,http://wikidata.org/entity/Q5172058
Q137785440,1,,French librettist (1708-1778),Q5,http://wikidata.org/entity/Q137785440
Q732788,3,Martel,"commune in Lot, France",Q484170,http://wikidata.org/entity/Q732788
Q19544736,2,Wilhelm Hanser,,Q5,http://wikidata.org/entity/Q19544736
Q241940,1,Givet,"commune in Ardennes, France",Q484170,http://wikidata.org/entity/Q241940
Q222836,24,music publisher,profession; publisher of music works,Q28640,http://wikidata.org/entity/Q222836
Q1262731,2,Louis-Philippe de Ségur,"French military, planter, poet and diplomat (1753-1830)",Q5,http://wikidata.org/entity/Q1262731
Q2087492,2,"Philippe Henri, marquis de Ségur",Marshal of France (1724-1801),Q5,http://wikidata.org/entity/Q2087492
Q109012127,2,Louise Anne Madeleine de Vernon,Abt 1729/1733 - 12 May 1778 Paris,Q5,http://wikidata.org/entity/Q109012127
Q3066038,2,house of Ségur,family,Q13417114,http://wikidata.org/entity/Q3066038
Q950173,1,Charles Dupaty,French sculptor (1771-1825),Q5,http://wikidata.org/entity/Q950173
Q220592,1,Blanquefort,"commune in Gironde, France",Q484170,http://wikidata.org/entity/Q220592
Q103820442,2,,,Q8436,http://wikidata.org/entity/Q103820442
Q615347,1,Hořín,village in Mělník District of Central Bohemian region,Q5153359,http://wikidata.org/entity/Q615347
Q7501153,1,shopkeeper,individual who owns or manages a shop,Q28640,http://wikidata.org/entity/Q7501153
Q539386,1,Rheinau,"municipality in Baden-Württemberg, Germany",Q42744322,http://wikidata.org/entity/Q539386
