biblioitem,title,call_number,barcode,source_of_acquisition
10802,Die Notendrucker und Musikverleger in Frankfurt am Main von 1630 bis um 1720 :,BIB4 DE.FRA1 5,20122594,Koopman
10804,Das Silbermann-Archiv.,INS3.1b2 SILB,20127771,Koopman
10806,L'Invention des musées,HUM SCHA,20129741,Koopman
10807,Laudatio Organi,INS3.1a,20120674,Koopman
10808,Ezra Pound and Music: the Complete Criticism,TRE POUN,20125776,Koopman
10809,"Grotesken, Ranken und Gesichter.",INS3.1e DE.KEM,20121305,Koopman
10810,Balthazar Huydecoper,BIO HUYD e,20121180,Koopman
10811,"Inleiding, Verklaring en Tekstboe",BIO DIEP b,20123390,Koopman
10812,Instrumental music of the Trecento :,SCO MISC VANS,20128155,Koopman
10813,Een Muzikaal Evangelie,BIO DEBU e,20123385,Koopman
10814,Overvloed en onbehagen:,TOP NL 5,20120271,Koopman
10815,Johann Melchior Gletles Motetten,BIO GLET e,20125725,Koopman
10816,Nederlandse tekeningen omstreeks 1600,TOP NL 5,20125182,Koopman
10817,"Friedrich Chrysander, Leben und Werk /",BIO CHRY d,20123135,Koopman
10818,Athanasius Kircher (1601-1680) als Musikschriftsteller:,BIO KIRC d,20125751,Koopman
10819,Johann Franz Xaver Sterkel,BIO STER d,20127907,Koopman
10820,Requiem over Hollands Diep,BIO SCHA2 a,20125709,Koopman
10821,"Figuurstudies, Nederlandse tekeningen uit de 17de eeuw",TOP NL 5,20128044,Koopman
10822,Die Flöte und ihre Musik,INS6.2a,20127248,Koopman
10823,Die Solomotetten Isabellas Leonardas (1620-1704) :,BIO LEON e,20127590,Koopman
10823,Die Solomotetten Isabellas Leonardas (1620-1704) :,BIO LEON e,20127589,Koopman
10826,Jean-Henry D'Anglebert and the seventeenth-century clavecin school /,BIO DANG e,20123145,Koopman
10843,Alte Kirchen in und um Bremen:,TOP DE.BRE,20123605,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127379,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127378,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127377,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127376,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127375,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127374,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127373,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127372,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127371,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127370,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127387,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127368,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127367,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127366,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127365,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127364,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127386,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127385,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127384,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127383,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127382,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127381,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127380,Koopman
10844,Deutsches Musikgeschichtliches Archiv Kassel:,BIB4 DE.KAS,20127388,Koopman
10846,Volksboek van Margarieta van Lymborch (1516),LIT SCHE a,20120475,Koopman
10849,La correspondance d'Emmanuel Schelstrate préfet de la bibliothèque vaticane (1683-1692),BIO SCHE6 a,20122140,Koopman
10850,Het gebruik van teksten uit het Oude Testament in de kerkcantates van Johann Sebastian Bach,BIO BACH1 e,20128892,Koopman
10851,Een zwerver verliefd / een zwerver verdwaald,LIT SCHE a,20120217,Koopman
10852,Het fregatschip Johanna Maria,LIT SCHE a,20122248,Koopman
10853,Verdichtsel van zomerdagen,LIT SCHE a,20122245,Koopman
10854,Begrip en klaarheid,PHI SCHE a,20122244,Koopman
10855,Minnebrieven van een portugeesche,LIT SCHE a,20122243,Koopman
10856,Met en zonder lauwerkrans:,TOP NL 4,20121035,Koopman
10858,Een platina liedboek uit de Gouden Eeuw :,BIO CAMP e,20127650,Koopman
10860,Een speurtocht door Zeeuws muziekverleden,TOP NL.ZEE2,20120532,Koopman
10861,Musikgeschichte Leipzigs,BIO BACH1 e,20127840,Koopman
10862,Musikgeschichte Leipzigs,TOP DE.LEI 5,20127834,Koopman
10864,Geschichte des Instrumentalkonzerts bis auf die Gegenwart,GEN13,20123431,Koopman
10865,Der Thomaskantor.,BIO BACH1 e,20121053,Koopman
10866,Johann Sebastian Bachs Leipziger Kirchenmusik.,BIO BACH1 e,20123042,Koopman
10867,Johann Sebastian Bachs Leipziger Kirchenmusik.,BIO BACH1 e,20123032,Koopman
10868,Die Anfänge des Oratoriums,GEN7,20126565,Koopman
10869,"""Theater-Music in der Kirche"". Zur Geschichte der Lübecker Abendmusiken.",TOP DE.LUB 5,20122625,Koopman
10871,Het muziekleven te 's Gravenhage,TOP NL.HAG,20127977,Koopman
10873,Oude klavecimbels,INS3.2b NL.HAG,20128521,Koopman
10874,Det 16. og 17. arhundredes verdslige Danske visesang:,TOP DK 4,20122461,Koopman
10874,Det 16. og 17. arhundredes verdslige Danske visesang:,TOP DK 4,20122460,Koopman
10877,Das Hackbrett: ,INS5.4a,20122977,Koopman
10877,Das Hackbrett: ,INS5.4a,20122976,Koopman
10879,Über Volksmusik und Hackbrett in Bayern,TOP DE.BAV,20126608,Koopman
10880,Anna van Ewsum,BIO EWSU d,20121494,Koopman
10881,Die Überlieferung der deutschen Orgel- und Klaviermusik aus der ersten Hälfte des 17. Jahrhunderts,INS3a DE,20128400,Koopman
10882,Georg Friedrich Händel,BIO HAND f,20129743,Koopman
10883,Gustav Düben at Work,BIO DÜBE e,20126918,Koopman
10884,Sämtliche Gedichte und Balladen,LIT SCHI a,20120321,Koopman
10885,Philipp Spitta :,BIO SPIT d,20128621,Koopman
10886,Koekplanken,VIS SCHI,20121363,Koopman
10888,Het dagboek van Magdalena van Schinne,BIO SCHI3 a,20122598,Koopman
10889,Der deutsche Schulgesang von Johann Adam Hiller bis zu den Falkschen Allgemeinen Bestimmungen (1775-1875).,TOP DE 6,20127652,Koopman
10890,Wiener Geschichtsblätter,TOP AT.VIE 6,20130205,Koopman
10891,Eine Ruine im Krieg der Geister.,BIB4 BE.LEU,20126566,Koopman
10892,Georg Pasterwiz (1730-1803),BIO PAST d,20122138,Koopman
10893,"Wolfgang Amadeus Mozart, Verzeichnis von Erst- und Frühdrucken bis etwa 1800.",BIO MOZA1 c,20128479,Koopman
10894,Der Orgelbau im westlichen Niedersachsen bis zum Ende des 19. Jahrhundert,INS3.1b DE.SAX,20129206,Koopman
10895,Die Vorenweg-Orgel in der Stiftsk zu Cappenberg,INS3.1 e DE.CAP,20121314,Koopman
10896,"Johann Sebastian Bachs ""Kunst der Fuge"" :",BIO BACH1 e,20123584,Koopman
10897,Vom Kaffeehaus zum Fürstenhof:,BIO BACH1 e,20127657,Koopman
10898,Thematischer Katalog der kirchlichen Musikhandschriften in der Liebfrauenkirche zu Schotten.,BIB4 DE.SCH1,20120612,Koopman
10900,Friedrich Ladegast. ,INS3.1b LADE,20140448,Koopman
10903,Musik an den schwäbischen Zollernhöfen der Renaissance.,TOP DE.SWA 4,20127833,Koopman
10904,Die Orgeln von Amorbach. ,INS3.1 a DE.AMO,20128742,Koopman
10905,Carl Philipp Emanuel Bach und seine,BIO BACH2 f,20122914,Koopman
10906,Rupert Ignaz Mayr (1646 - 1712),BIO MAYR d,20121240,Koopman
10907,Die Musikaliensammlung der Erzabtei St. Peter in Salzburg.,BIB4 AT.SAL,20121383,Koopman
10908,Die böhmische Altmeisterschule Czernohorsky und ihr Einfluss auf den Wiener Classicismus. Mit besonderer Berücksichtigung Franz Tumas.,TOP CZ 5,20129150,Koopman
10909,Die Reihe der Augsburger Domkapellmeister seit dem Tridentinum bis heute:,TOP DE.AUG 4,20126656,Koopman
10910,Nicolas Gombert,BIO GOMB d,20120812,Koopman
10911,Gottfried Heinrich Stölzel (1690-,BIO STOL2 e,20123007,Koopman
10912,Die Calliopea Legale des Johannes,BIO HOTH e,20126596,Koopman
10913,"Die Musik am Hofe der Markgrafen von Brandenburg-Ansbach, vom ausgehenden Mittelalter bis 1806",TOP DE.ANS,20128001,Koopman
10914,Die frühdeutsche Oper und die musikdramatische Kunst Georg Caspar Schürmann's,BIO SCHU6 e,20120801,Koopman
10914,Die frühdeutsche Oper und die musikdramatische Kunst Georg Caspar Schürmann's,BIO SCHU6 e,20120800,Koopman
10916,Die Orgel unserer Zeit in Wort und Bild. Ein Hand- und Lehrbuch der Orgelbaukunde,INS3.1b,20129240,Koopman
10917,Honderd tekeningen van oude meesters uit het Prentenkabinet van Dresden,VIS SCHM,20130296,Koopman
10918,Die Orgel in der Kilianikirche Höxter.,INS3.1a DE.HIOX,20121311,Koopman
10919,Kompositionen des Ordinarium Missae im süddeutschen konzertierenden Stil des 17. Jahrhunderts,TOP DE 5,20129273,Koopman
10920,Archiv-Studien über die musikalischen Bestrebungen der Kölner Jesuiten im 17. Jahrhundert,TOP.DE COL 5,20121525,Koopman
10921,Geschichte der Kantate und des geistlichen Konzerts.,GEN 10,20125398,Koopman
10921,Geschichte der Kantate und des geistlichen Konzerts.,GEN 10,20120154,Koopman
10922,Die Messen Johann David Heinichens,BIO HEIN e,20121068,Koopman
10923,Karl Ditters von Dittersdorf.,BIO DITT a,20120400,Koopman
10925,Die Kunst der Verzierung im 18. Jahrhundert.,MTP2 SCHM,20125170,Koopman
10926,Festschrift Hans-Peter Schmitz zum 75. Geburtstag,REF4 SCHM,20128625,Koopman
10927,Kritischer Bericht: Werke für Flöte,SCO BACH1,20123488,Koopman
10928,Die Tontechnik des Père Engramelle.,BIO ENGR e,20123116,Koopman
10929,Geschichte der Musik in Salzburg,TOP AT.SAL 0,20125334,Koopman
10930,Die Rezeption der Opern Lullys im Frankreich des Ancien Regime,BIO LULL e,20123080,Koopman
10931,Joachim Morsius und sein Kreis,BIO MORS d,20120450,Koopman
10932,"Der Musikverleger Heinrich Philipp Bossler, 1744-1812:",BIB4 DE BOSS,20127522,Koopman
10933,Die Orgelspieltechnik des frühen 19- Jahrhunderts in Deutschland.,InS 3.1 a DE,20128372,Koopman
10934,Die Buchholz-Orgel im Greifswalder Dom St.Nikolai,INS3.1e DE.GRE,20120013,Koopman
10935,Alte Musik in der bildenden Kunst Basels,TOP CH.BAS 3,20123449,Koopman
10936,Stilleben:,VIS SCHN,20127050,Koopman
10937,Nature Morte,VIS SCHN,20121130,Koopman
10938,Die Musikhandschriftensammlung Schneider-Genewein in Zürich,BIB4 CH.ZUR,20127255,Koopman
10939,Komponieren für Film und Fernsehen,MTP 2 SCHNE,20123587,Koopman
10940,De wereld van Watteau 1684-1721,BIO WATT a,20122465,Koopman
10941,Schlafes Bruder :,LIT SCHN a,20123597,Koopman
10942,Die Namen der Orgelregister. Kompendium aller Registerbezeichnungen aus alter und neuer Zeit mit Hinweisen auf die Entstehung der Namen und ihre Bedeutung,INS3.1a,20129028,Koopman
10943,De spiegel der zaligheid van Elkerlijk,LIT SCHN a,20120223,Koopman
10944,Fingersätze für Tasteninstrumente aus dem Umfeld Sweelincks und seiner Schüler,BIO SWEE1 e,20127536,Koopman
10944,Fingersätze für Tasteninstrumente aus dem Umfeld Sweelincks und seiner Schüler,BIO SWEE1 e,20127535,Koopman
10946,Padre Martini's collection of letters in the Civico museo bibliografico musicale in Bologna :,BIO MART1 c,20120395,Koopman
10947,Wilhelm Stahl (1872-1953),BIO STAH d,20122515,Koopman
10948,"Neue Blockflötenschule für den Einzel-, Gruppen- und Klassenunterricht.",INS6.1c SCHO,20129733,Koopman
10949,"The Mirror of Music, 1844-1944:",TOP GB 6,20127828,Koopman
10949,"The Mirror of Music, 1844-1944:",TOP GB 6,20127827,Koopman
10951,The Puritans and Music in England and New England:,TOP GB 5,20123297,Koopman
10952,The great Dr. Burney:,BIO BURN d,20122886,Koopman
10952,The great Dr. Burney:,BIO BURN d,20122885,Koopman
10954,"The life and activities of Sir John Hawkins, musician, magistrate and friend of Johnson",BIO HAWK d,20122830,Koopman
10955,Georg Christoph Wagenseil:,BIO WAGE d,20128499,Koopman
10957,The glorious ones. Classical music's legendary performers,MTP 2 SCHO,20122610,Koopman
10958,Germanisches Nationalmuseum,VIS SCHO,20125896,Koopman
10959,Werken voor viool en bas,SCO MISC RASC,20121699,Koopman
10960,Het maatschappelijk leven onzer vaderen in de zeventiende eeuw,TOP NL 5,20126743,Koopman
10961,Playing the Harpsichord,INS3.2d SCOT,20123315,Koopman
10962,Cembalo Spielen.,INS3.2d SCHO,20123677,Koopman
10963,Onze oude orgels,INS3.1a NL,20120040,Koopman
10964,Ooit gehoord?,MTP 2 SCHO,20128825,Koopman
10965,Geheimen van de (oude) muziek,MTP 2 SCHO,20126570,Koopman
10966,Jong voor 'Oud'. De nieuwe generatie musici in de oude muziek.,MTP 2 SCHO,20122981,Koopman
10967,Herman van Veen:,BIO VEEN b,20123827,Koopman
10968,Die Handschriftliche Überlieferung der ältesten Instrumentalmusik,GHM3,20125078,Koopman
10969,Zwischen Kirche und Karneval :,BIO MAZZ d,20121461,Koopman
10970,Orchester und Orchesterpraxis in Deutschland zwischen 1780 und 1850,TOP DE 5,20128429,Koopman
10972,Beitrage zur Bach-Kritik,BIO BACH1 e,20125663,Koopman
10973,De Staten van Goederen uit 1787 als muziekhistorische bron voor het muziekleven in Vlaamse kapittelkerken in de Oostenrijkse Nederlanden,TOP BE.FLA 5,20128584,Koopman
10973,De Staten van Goederen uit 1787 als muziekhistorische bron voor het muziekleven in Vlaamse kapittelkerken in de Oostenrijkse Nederlanden,TOP BE.FLA 5,20128583,Koopman
10975,Music fragments and manuscripts in the Low Countries ;,TOP BE.FLA 0,20122590,Koopman
10976,"Alphonse D'Eve, kapelmeester te Antwerpen en komponist (1666-1727)",BIO DEVE d,20130253,Koopman
10976,"Alphonse D'Eve, kapelmeester te Antwerpen en komponist (1666-1727)",BIO DEVE d,20130254,Koopman
10978,Engelen in de kunst,VIS SCHR,20120922,Koopman
10979,"Het kopijrecht, 16de tot 19de eeuw.",BIB2 SCHR,20120477,Koopman
10980,Zeitgeschichte auf der Opernbühne:,TOP DE.HAM 5,20121999,Koopman
10981,Georg Friedrich Händel,BIO HAND d,20130194,Koopman
10982,Die Responsorienvertonungen des Balthasar Resinarius,BIO RESI e,20125754,Koopman
10983,Studien zur Geschichte des Musiklebens der Stadt Dortmund,TOP DE.DOR,20127854,Koopman
10985,Ideen zu einer Ästhetik der Tonkunst,AES SCHU,20122375,Koopman
10990,Praxis barocker Stimmungen und ihre theoretischen Grundlagen.,MTP 2 SCHU,20126971,Koopman
10991,Willem Elsschot in boek en band:,BIO ELSS c,20129334,Koopman
10992,Bach Perspectives 1-3,BIO BACH1 e,20120994,Koopman
10992,Bach Perspectives 1-3,BIO BACH1 e,20120996,Koopman
10992,Bach Perspectives 1-3,BIO BACH1 e,20120995,Koopman
10993,The Music of Wilhelm Friedemann Bach,BIO BACH12 c,20127265,Koopman
10995,Jahrbuch der Bachwoche Dillenburg:,BIO ROEM e,20122686,Koopman
10996,Zwei altfranzösische Dichtungen:,LIT a SCHU,20129735,Koopman
10997,Das Madrigal als Formideal,BIO GABR2 d,20128908,Koopman
10998,Studien zur Musikanschauung und M,BIO ALST e,20126797,Koopman
10999,Die Klapmeyer-Orgel in der St-Nicolai-Kirche zu Altenbruch.,INS 3.1a DE.BER,20125877,Koopman
11000,Briefwechsel zwischen Johann Abraham Peter Schulz und Johann Heinrich Voss,BIO SCHU7 a,20125752,Koopman
11001,Der deutsche Buchhandel und die geistigen Strömungen der letzten hundert Jahre,BIB4 DE 6,20122000,Koopman
11002,Katalog der Sammlung Manfred Gorke.,BIB4 DE.LEI,20122447,Koopman
11003,Bach-Archiv Leipzig - Das Quittungsbuch des Nathanischen Legats,TOP DE.LEI 5,20127811,Koopman
11004,Ey! wie schmeckt der Coffee süsse :,BIO BACH1 e,20125327,Koopman
11005,Ey! Wie schmeckt der Coffee süße:,BIO BACH1 e,20125326,Koopman
11006,Johann Sebastian Bach,BIO BACH1 d,20128442,Koopman
11007,"Dokumente zu Leben, Werk und Nachwirken Johann Sebastian Bachs 1685-1800.",BIO BACH1 b,20123058,Koopman
11008,Studien zur Bach-Überlieferung im,BIO BACH1 e,20123053,Koopman
11009,Kalendarium zur Lebensgeschichte,BIO BACH1 c,20123044,Koopman
11010,Bach Compendium:,BIO BACH1 c,20123029,Koopman
11010,Bach Compendium:,BIO BACH1 c,20123027,Koopman
11010,Bach Compendium:,BIO BACH1 c,20123026,Koopman
11011,Sikhism today :,BIO BACH1 c,20123028,Koopman
11014,Die Quellen der Hamburger Oper (1678-1738):,TOP DE.HAM 5,20127515,Koopman
11015,Quellen und Forschungen zur Geschichte des Orgelbaus im Herzogtum Schleswig,INS3.1b DE.SCH3,20121464,Koopman
11016,Schriften über Musik und Musiker,BIO SCHU2 a,20125305,Koopman
11019,Geschichte des Dirigierens,MTP2 SCHU,20128084,Koopman
11020,Carl Friedrich Zelter.,BIO ZELT e,20122996,Koopman
11021,Die Singakademie zu Berlin 1791 - 1941,TOP DE.BER 5,20123739,Koopman
11022,Die Geschichte des Stadtmusikantentums in Ulm (1388-1840).,TOP DE.ULM,20126908,Koopman
11023,"Boxmeer, Karmelietenklooster en Sint Petruskerk",TOP NL.BOX 5,20128444,Koopman
11024,Der Wiener Orgelbau in der zweiten Hälfte des 18. Jahrhunderts,INS3.1b AT.VIE,20121469,Koopman
11025,Handbuch zu der praktischen Orgelschule,INS3.1c SCHÜ,20128462,Koopman
11026,Caravaggio:,BIO CARA a,20123684,Koopman
11027,Die Elsässische Orgelreform,INS3.1b,20128725,Koopman
11028,Carel Fabritius,BIO FABR d,20122328,Koopman
11031,Catalogus van werken van en over Vondel :,BIO VOND c,20120194,Koopman
11032,Griekse Mythen en Sagen,LIT SCHW a,20130276,Koopman
11033,Konzert.,GHM0,20129419,Koopman
11034,Friedrich Ludwig Aemilius Kunzen,BIO KUNZ d,20120926,Koopman
11035,Der Sozialstatus des Berufsmusikers vom 17. bis 19. Jahrhundert.,TOP DE 5,20122027,Koopman
11036,Pieter Saenredam,BIO SAEN a,20127770,Koopman
11037,Rembrandt,BIO REMB a,20120678,Koopman
11038,Het Rembrandt boek,BIO REMB d,20120654,Koopman
11039,500 Jahre Orgeln in Berliner Evangelischen Kirchen,INS 3.1a DE.BER,20128065,Koopman
11039,500 Jahre Orgeln in Berliner Evangelischen Kirchen,INS 3.1a DE.BER,20128064,Koopman
11041,Pommersche Musikgeschichte.,TOP DE.POM 0,20127904,Koopman
11042,Ansbacher Theatergeschichte,TOP DE.ANS,20121382,Koopman
11043,Die große Silbermann-Orgel im Dom zu Freiberg,INS3.1e DE.FRE2,20129036,Koopman
11044,"Die Orgeln der Stiftskirche ""Mariä Himmelfahrt"" zu Lindau",INS3.1e DE.LIN,20130316,Koopman
11046,Die Eichstätter Hofkapelle bis zu ihrer Auflösung 1802:,TOP DE.EIC 4,20122508,Koopman
11047,Aufsätze zur Musik,TRE SCHW,20128535,Koopman
11049,Het Exlibris in Nederland.,BIB1 SCHW,20120852,Koopman
11049,Het Exlibris in Nederland.,BIB1 SCHW,20120853,Koopman
11050,Het Exlibris in Duitsland.,BIB1 SCHW,20120851,Koopman
11051,Het Exlibris in Frankrijk. ,BIB1 SCHW,20120850,Koopman
11052,Het Exlibris in Engeland.,BIB1 SCHW,20120849,Koopman
11053,Het Exlibris in Italië.,BIB1 SCHW,20120848,Koopman
11054,Het Exlibris in Oostenrijk.,BIB1 SCHW,20120847,Koopman
11055,Die Musikaliensammlung Thulemeier und die Berliner Musiküberlieferung in der zweiten Hälfte des 18. Jahrhunderts,BIB4 DE.BER THUL,20120630,Koopman
11056,Apollo. The Magazine of the Arts,TOP FR 5,20127503,Koopman
11057,"Chroniques du samedi,",LIT SCUD a,20126554,Koopman
11059,Die Airs de danse in den Bühnenwerken von Jean-Philippe Rameau,BIO RAME e,20126728,Koopman
11060,Die Geschichte der Herzogin Anna Amalia Bibliothek,BIB4 DE.WEI1,20127325,Koopman
11061,Het liedboek van Liisbet Ghoeyuaers,LIT SEGG a,20120088,Koopman
11062,Klingende Schätze. Orgel-Land zwischen Elbe und Weser,INS3.1a DE.LOW,20128736,Koopman
11063,Denkmalorgeln zwischen Weser und Ems ,INS3.1 a DE.LOW,20121340,Koopman
11064,Denkmalorgeln zwischen Elbe und Weser ,INS3.1 a DE.LOW,20121339,Koopman
11065,Denkmalorgeln zwischen Nord- und Ostsee,INS3.1 a DE.SCH3,20121338,Koopman
11067,Barokní varhanářství na Moravě,INS 3.1a CZ,20120060,Koopman
11067,Barokní varhanářství na Moravě,INS 3.1 a CZ,20120059,Koopman
11068,Hudba v olomoucke katedrale v 17. a 18. stoleti,TOP CZ.OLO 5,20126842,Koopman
11070,"Orgel und ihr Bau. Ein systematisches Handbuch für Kantoren, Organisten, Schullehrer, Musikstudirende. So wie für Geistliche, Kirchenvorsteher und alle Freunde der Orgel und des Orgelspiels",INS3.1a,20128793,Koopman
11071,Das Chorgestühl im Ulmer Münster,TOP DE.ULM,20125060,Koopman
11073,Geschiedenis der klaviermuziek:,INS3a,20128370,Koopman
11074,Johann Philipp Krieger.,BIO KRIE c,20123471,Koopman
11075,Het Naber-orgel in de Ned. Herv. kerk van Terwolde,INS3.1e NL.TER,20125240,Koopman
11076,Orgels op de Veluwe,INS3.1a NL.VEL,20128827,Koopman
11077,Orgels in Overijssel,INS3.1a NL.OVE,20128782,Koopman
11078,Verloren gegane orgels in de loop der eeuwen,INS3.1a NL,20120891,Koopman
11079,Het orgel getoond.,INS3.1d NL,20126557,Koopman
11079,Het orgel getoond.,INS3.1d NL,20126556,Koopman
11081,Spielwelten der Kunst:,VIS SEIP,20125544,Koopman
11082,The Legacy of Sebastian Virdung:,INS1b US.OBE,20122182,Koopman
11083,Handboek Nederlandse kerkgeschiedenis,TOP NL,20121204,Koopman
11084,Venetian Instrumental Music from Gabrieli to Vivaldi,TOP IT.VEN1 4,20125118,Koopman
11085,Venetian Instrumental Music from Gabrieli to Vivaldi,TOP IT.VEN1 4,20125083,Koopman
11086,Pallade Veneta:,TOP IT.VEN1 5,20127888,Koopman
11087,The music of Benedetto and Alessandro Marcello :,BIO MARC c,20125613,Koopman
11090,House Music for Recusants in Elizabethan England:,TOP GB 4,20127624,Koopman
11092,Musikgeschichte der Stadt Halle,TOP DE.HAL1,20128526,Koopman
11092,Musikgeschichte der Stadt Halle,TOP DE.HAL1,20128525,Koopman
11092,Musikgeschichte der Stadt Halle,TOP DE.HAL1,20128524,Koopman
11092,Musikgeschichte der Stadt Halle,TOP DE.HAL1,20128523,Koopman
11092,Musikgeschichte der Stadt Halle,TOP DE.HAL1,20128522,Koopman
11097,La zarzuela de Z à A,TOP ES 0,20127648,Koopman
11099,Die Königin und ihr Gefolge. ,INS3.1a,20126629,Koopman
11100,The Theoretical Works and Music of Johann Georg Ahle (1651-1706),BIO AHLE d,20126979,Koopman
11101,Fiori musicologici.,REF4 TAGL,20120912,Koopman
11103,"Pietro Longhi, i dipinti di Palazzo Leoni Montanari.",BIO LONG e,20125127,Koopman
11104,Die Fresken der Tiepolo in Venetien,BIO TIEP1 e,20124999,Koopman
11105,De sonnetten,LIT SHAK a,20129249,Koopman
11106,Tragedies I,LIT SHAK a,20120348,Koopman
11107,Tragedies II,LIT SHAK a,20120347,Koopman
11108,Complete works,LIT SHAK a,20120346,Koopman
11109,"Hermitage,",VIS SHAP,20125037,Koopman
11110,The Memoirs of Arthur Shattuck,BIO SHAT a,20120382,Koopman
11111,The succession of organists of the Chapel Royal and the cathedrals of England and Wales from c. 1538.,INS3.1a GB,20123388,Koopman
11112,A Textual and Historical Companion to Handel's Messiah,BIO HAND e,20120760,Koopman
11113,"Memoirs of Lorenzo da Ponte, Mozart's Librettist",BIO PONT a,20125779,Koopman
11114,Music libraries and instruments.,REF3 SHER,20122633,Koopman
11115,Bonifazio Graziani (1604/05-1664):,BIO GRAZ d,20122824,Koopman
11116,Music and its Virtues in Islamic,TOP AR 0,20129181,Koopman
11119,Cinque secoli di stampa musicale in Europa,BIB3 CASS,20127868,Koopman
11120,Johannes Schultz. Fürstlich Braun,BIO SCHU10 d,20128473,Koopman
11121,Studien zur Kompositionstechnik J,BIO FROB2 e,20120152,Koopman
11122,Johann Jakob Froberger :,BIO FROB2 d,20127218,Koopman
11123,"Georg Friedrich Händel, Beiträge",BIO HAND d,20121044,Koopman
11124,Het gebruik van secundaire registers in klavecimbelmuziek voor 1760,INS3.2d,20128303,Koopman
11125,Henry Purcell,BIO PURC1 d,20125778,Koopman
11126,Das Buch der Feuerwerkskunst,VIS SIEV,20122569,Koopman
11127,Die Musik in Hannover.,TOP DE.HAN 0,20125125,Koopman
11128,Musica curiosa:,GHM0,20128858,Koopman
11129,Handbuch der Grundlagen von Stimmen und Register.,MTP1 SCHI,20125493,Koopman
11130,Musica in Bildern:,VIS HEIL,20122982,Koopman
11131,Il Teatro di Antonio Bibiena in Mantova e il palazzo accademico,TOP IT.MAN 5,20129037,Koopman
11132,Jan P. Sweelinck en zijn instrumentale muziek,BIO SWEE1 e,20123022,Koopman
11133,Jan P. Sweelinck en zijn vocale muziek,BIO SWEE1 e,20123021,Koopman
11134,Italian Manuscript Sources of 17th-Century Keyboard Music,INS3a IT,20128366,Koopman
11135,Frescobaldi studies /,BIO FRES e,20123103,Koopman
11136,Keyboard Music Before 1700,INS3a,20127270,Koopman
11138,Antichi organi lucchesi,INS3.1a IT.LUC,20121312,Koopman
11139,La collezione degli strumenti musicali.,INS1b IT.ROM1,20120050,Koopman
11141,Mechanische Musikinstrumente früherer Zeiten und ihre Musik,INS10.9a SIMO,20128409,Koopman
11142,Mozart voor Dummies,BIO MOZA1 d,20122600,Koopman
11143,Frederik van Eeden,BIO EEDE d,20125688,Koopman
11144,L'Anfione dell'Adria,BIO GROS c,20120457,Koopman
11145,The Belle Skinner Collection of Old Musical Instruments,INS1b US.NEW2,20121521,Koopman
11146,Der hannoversche Orgelbauer Christian Vater 1679-1756,INS3.1b VATE,20128494,Koopman
11147,Muzieklexicon,???-->REF1 SLAG,20120633,Koopman
11149,Painting music in the sixteenth century :,VIS SLIM,20127428,Koopman
11150,"Music for two or More Players at Clavichord, Harpsichord, Organ",INS3a,20129199,Koopman
11153,Bibliotheca Hemsterhusiana :,BIO HEMS a,20121992,Koopman
11154,De Academiebibliotheek te Franeker anno 1601:,BIB4 NL.FRA,20126895,Koopman
11155,Kerk in de City:,TOP GB.LON,20122721,Koopman
11156,"Het manuaal van Peeter Verhasselt, pastoor van Mazenzele 1538-1557:",TOP BE.MAZ 4,20120076,Koopman
