biblioitem,title,call_number,barcode,source_of_acquisition
20483,Méthode nouvelle ou Principes généraux pour apprendre facilement la musique et l'art de chanter,INS2c,20124498,Koopman
20484,Anweisung zum musikalisch-zierlichen Gesang,INS2c,20126047,Koopman
20485,Primæ lineæ musicæ vocalis ,INS2c,20124502,Koopman
20486,"Via retta della voce corale,",INS2c,20126161,Koopman
20496,W. A. Mozart:,BIO MOZA1 d,20128490,Koopman
20498,Versuch über die wahre Art das Clavier zu Spielen,INS3c,20126241,Koopman
20504,Principes de la Flute Traversière,INS6c HOTT,20126049,Koopman
20508,The Recorder and Music Magazine,INS6.1a,20137631,Koopman
20510,Méthode de flûte du Conservatoire,INS6.2c HUGO,20137632,Koopman
20511,Versuch einer Anweisung die Flöte traversiere zu spielen,INS6.2c QUAN,20126242,Koopman
20512,Bemerkungen über die Flöte und Versuch einer kurzen Anleitung zur bessern Einrichtung und Behandlung derselben,INS6.2c RIBO,20124679,Koopman
20513,"L'Art de préluder sur la flûte traversière, sur la flûte-à-bec, sur le hautbois, et autres instruments de dessus",INS6.2c HOTT,20126275,Koopman
20514,Ausführlicher und Gründlicher Unterricht die Flöte zu spielen,INS6.2c TROM,20126238,Koopman
20515,L'Art de la flûte traversière,INS6.2c DELU,20126156,Koopman
20516,Grond-beginselen Over de Behandeling van de Dwars-Fluit,INS6.2c HOTT,20127117,Koopman
20517,Über die Flöte mit mehrern Klappen,INS6.2c TROM,20126190,Koopman
20518,Der junge Bach,BIO BACH1 e,20126695,Koopman
20519,Bach 2000,BIO BACH1 e,20137398,Koopman
20520,Louis Pécour's 1700 Recueil de dances,BIO PECO e,20137399,Koopman
20521,Marcussen & Søn.,INS3.1b MARC,20137400,Koopman
20522,Catalog of the Johannes Herbst Collection,BIB4 US.WIN,20137402,Koopman
20523,The Letters of Madame:,BIO ELIS a,20137403,Koopman
20524,New and Complete Instruction for the Oboe or Hoboy,INS6.3c FISC,20121971,Koopman
20526,"Music for Oboe, 1650-1800.",INS6.3a,20125384,Koopman
20527,The Eloquent Oboe:,INS6.3a,20121416,Koopman
20528,Aspekte der englisch-deutschen Musikgeschichte im 17. und 18. Jahrhundert,TOP GB 5,20137406,Koopman
20531,Histoire de la lutherie parisienne du XVIIIe siècle à 1960 = History of the parisian violin making from the XVIIIth century to 1960 [sic],INS4.1b FR,20137411,Koopman
20538,"Modernity, complex societies, and the alphorn",INS7.9a,20127439,Koopman
20540,Versuch einer Anleitung zur heroisch-musikalischen Trompeter- und Pauker Kunst,INS7.3c,20126184,Koopman
20541,Tintinnalogia. Or The Art of Ringing.,INS10.3c,20124980,Koopman
20542,On-noodzakelijkheid en ondienstigheid van Cis en Dis In de bassen der klokken,INS10.3c,20124853,Koopman
20543,Traité général de tous les instruments à vent à l'usage des compositeurs,INS6c VAND,20137717,Koopman
20544,Nouvelle méthode pour apprendre a jouer en très peu de temps de la mandoline,INS5.2c CORR,20126152,Koopman
20545,Livre de Théorbe,INS5.1c GREN,20126442,Koopman
20558,New Research on Bach's Musical Offering,BIO BACH1 e,20125981,Koopman
20559,Zum Tode von Martin Petzoldt,BIO PETZ d,20138962,Koopman
20569,De Clavicordio II. ,INS3.2d,20120667,Koopman
20578,Untersuchung des Instruments der Lauten.,INS5.1c BARO,20124511,Koopman
20579,Dissertation historique sur la vielle,INS4.6a,20124478,Koopman
20585,Les Fêtes de la Renaissance,HUM JACQ,20125881,Koopman
20591,Centi-folium stultorum in Quarto.,LIT ABRA a,20124491,Koopman
20592,Tantz; Tantzen; Tantz-Kranckheit; Tantz-Kunst; Tantz-Lied; Tantz-Meister; Tantz-Teich,GEN17,20137583,Koopman
20620,"Synopsis Musicæ Novæ omnino veræ atque Methodicæ Universæ, in omnis sophiæ prægustum Inventæ Disputatæ & Propositæ Omnibus Philomusis",TRE LIPP,20124976,Koopman
20632,300 Jahre Johann Sebastian Bach:,BIO BACH1 e,20122965,Koopman
20633,"Franz Schubert, vom Klavierlied zum Klavierquintett:",BIO SCHU1 e,20125457,Koopman
20634,Der historische Notenbestand des Deutschen Nationaltheaters Weimar:,BIB4 DE.WEI1,20126838,Koopman
20635,Chardin:,BIO CHAR a,20128841,Koopman
20636,The John Marsh Journals:,BIO MARS a,20120377,Koopman
20637,Mijne waarde vrindin,BIO VANE2 a,20123613,Koopman
20639,Les Automates des Jaquet-Droz,INS10.9a CH.NEU,20125069,Koopman
20641,G. F. Händel,BIO HAND d,20122848,Koopman
20641,G. F. Händel,BIO HAND d,20122847,Koopman
20641,G. F. Händel,BIO HAND d,20122846,Koopman
20645,Kunst der Mechanik:,INS10.9b,20138273,Koopman
20656,Orgel- oder Instrument Tablatur,INS3c,20126433,Koopman
20657,Kunstlicht,VIS KOOP,20137418,Koopman
20658,Exposition de pochettes.,INS4.9a,20137419,Koopman
20659,Musiker im Porträt,VIS SALM,20137420,Koopman
20660,Die aristotelischen Musikprobleme,BIO ARIS e,20137422,Koopman
20661,IVe Cantate:,SCO BACC,20124870,Koopman
20662,Richtlinien zur Erhaltung wertvoller historischer Orgeln.,INS3.1b,20138296,Koopman
20666,Hamilton's Catechism of The Organ,INS3.1c,20124508,Koopman
20666,Hamilton's Catechism of The Organ,INS3.1c,20124507,Koopman
20669,Principes du violon,INS4.1c ABBE,20124333,Koopman
20670,Die Thomasschule Leipzig zur Zeit Johann Sebastian Bachs.,TOP DE.LEI 5,20126064,Koopman
20671,Oorspronk en voortgang der orgelen.,INS3.1e NL.ALK,20126060,Koopman
20673,Violoncell-Schule,INS4.3c,20146011,Koopman
20702,Het orgel in de H. Lambertuskerk Escharen,INS3.1e NL.ESC,20130820,Koopman
20709,Festschrift zur Wiedereinweihung der der restaurierten Matthias-Friese-Orgel in Zettemin.,INS3.1e DE.ZET,20130823,Koopman
20710,Orgelhistorie,INS3.1a,20124505,Koopman
20717,Die Orgel und ihre Meister,INS3.1a,20124488,Koopman
20718,Zur Geschichte der Musik und des Theaters am Württembergischen Hofe,TOP DE.MUN1,20124651,Koopman
20720,De orgels in de Grote- of Barbarakerk te Culemborg,INS 3.1 e NL.CUL,20130830,Koopman
20721,De orgelmaker Matthias Verhofstadt (1677-1731),INS3.1b VERH,20130831,Koopman
20722,De orgelhistorie van Apeldoorn,INS 3.1 a NL.APE,20130832,Koopman
20722,De orgelhistorie van Apeldoorn,INS 3.1 a NL.APE,20143636,Koopman
20723,Memorie teatrali di Venezia:,TOP IT.VEN1 5,20124496,Koopman
20724,Het Maarschalkerweerd-Orgel in de St. Martinuskerk te Sneek,INS 3.1e NL.SNE,20130833,Koopman
20725,Het orgel in de Ned. Herv. Kerk te 't Zandt,INS 3.1e NL.ZAN2,20130834,Koopman
20726,Het Niehoff-orgel van de Grote of St. Janskerk te Gouda,INS 3.1e NL.GOU,20130835,Koopman
20727,Het Garrels-Radeker Orgel in de Ned. Herv. Magnuskerk te Anloo,INS 3.1e NL.ANL,20130836,Koopman
20728,"Johann Michaell Schwartzburg, orgelmaker te Leeuwarden",INS 3.1b SCHW,20130840,Koopman
20729,De orgels van de Grote of Sint-Gertrudiskerk te Bergen op Zoom,INS 3.1e NL.BER,20130841,Koopman
20730,Orgels in Boxmeer,INS 3.1e NL.BOX,20130842,Koopman
20731,Het enige Naber-orgel in Deventer,INS 3.1e NL.DEV,20130843,Koopman
20732,Deventer als orgelstad,INS 3.1a NL.DEV,20130844,Koopman
20733,De orgelgeschiedenis van de Ned. Herv.- of St. Willibrorduskerk te Olst,INS 3.1e NL.OLS,20130845,Koopman
20734,Twee Orgels uit het IJssellandschap wachten op restauratie,INS 3.1a NL.OVE,20130846,Koopman
20735,Het orgel in de kerk van Tolbert en Andere activiteiten van de orgelmakers Van Oeckelen in het Zuidelijk Westerkwartier,INS 3.1a NL.GRO,20130847,Koopman
20741,Verloren Orgelpracht in de loop der eeuwen,INS 3.1a NL,20130850,Koopman
20742,Geschiedenis van het Lohman-Orgel in de N.H. Dorpskerk te De Bilt,INS3.1e NL.BIL,20138460,Koopman
20743,Het orgel in de Grote- of St. Janskerk te Schiedam,INS 3.1e NL.SCH5,20130852,Koopman
20745,Basedow. Kirche und Orgel.,INS3.1e DE.BAS,20130817,Koopman
20745,Basedow. Kirche und Orgel.,INS3.1e DE.BAS,20143637,Koopman
20746,Flentrop Orgelbouw. 100 Jaar 1903-2003.,INS3.1b FLEN,20130821,Koopman
20747,Festschrift zur Einweihung der restaurierten Johann Michael Stumm-Orgel in der evangelische Kirche Rhaunen,INS3.1e DE.RHA,20130822,Koopman
20748,Orgeln in der Pfarrkirche St. Martin zu Riegel,INS3.1e DE.RIE,20130824,Koopman
20748,Orgeln in der Pfarrkirche St. Martin zu Riegel,INS3.1e DE.RIE,20130800,Koopman
20750,Johan Christoff Scheuer (1776-1854).,INS 3.1b SCHE,20130826,Koopman
20751,Van Kanaalstraat naar Koepelkerk,INS3.1e NL.PUR,20130827,Koopman
20752,Orgel N.H. Gemeente Bloemendaal,INS3.1e NL.BLO,20130828,Koopman
20769,Gründliche Beschreibung der wunderschönen Kirche und des kunstbaren Orgelwerks wie auch des großes Fasses auf dem Kurfürstlichen Residenzhause Gröningen,INS 3.1a NL.GRO,20124597,Koopman
20786,Organographia Hildesiensis Specialis,INS3.1a DE.HIL,20126058,Koopman
20816,Der Nürnberg Orgelbau des 17. Jahrhunderts.,INS3.1b DE.NUR,20138734,Koopman
20829,Neujahrsblätter der Gesellschaft ab dem Musiksaal:,TOP CH.ZUR 5,20126362,Koopman
20830,Theatrum ceremoniale historico-politicum,TOP DE.LEI 5,20124856,Koopman
20855,Das Ständebuch,LIT SACH a,20126397,Koopman
20858,L'Art de toucher le clavecin,INS3.2c COUP,20121961,Koopman
20859,Pièces de clavecin qui peuvent se jouer sur le violon,SCO JACQ,20124949,Koopman
20861,Heiligenstädter Testament:,BIO BEET a,20126400,Koopman
20864,Transactions of the Cambridge Bibliographical Society,INS3.1a GB,20130299,Koopman
20884,IV Sonates pour le Clavecin avec Accompagnement de Violon,02G23,20139072b,Koopman
20909,The Early English Organ Builders and their Works,INS3.1b UK,20139180,Koopman
21080,"Abbildung der gemein-nützlichen Haupt-Stände von allerley Stands-, Ambts- und Gewerbs-Persohnen;",VIS WEIG,20124490,Koopman
21082,Het Nederlandse huisorgel in de 17de en 18de eeuw.,INS3.1a NL,20128757,Koopman
21125,The Colt Clavier Collection,REC 12 TILN,20131997,Koopman
21226,Beknopte historie van het orgel in de grote kerk te Dordrecht,INS3.1a NL,20126627c,Koopman
21227,De Grote of Lebuinuskerk te Deventer,INS3.1a NL,20126627d,Koopman
21228,Groninger Orgelagenda 1990,INS3.1a NL,20126627e,Koopman
21229,Het König-orgel in de Stevenskerk te Nijmegen,INS3.1a NL,20126627g,Koopman
21231,Cesar Fanck en tijdgenoten,INS3.1a NL,20126627i,Koopman
21232,Deum Laudate Chordis Cymbalis Tibiis Tympanis et Organis Sonoris,INS3.1a NL,20126627j,Koopman
21279,'Wyl zy buiten alle regelen gemaakt is'.,INS3.1e NL.ALM,20139684,Koopman
21289,Beschrijving van het groot en uitmuntend orgel in de St. Jans Kerk te Gouda,INS3.1e NL.GOU,20126046,Koopman
21290,Korte beschrijving van het beroemde en prachtige orgel in de Grote of St. Bavoos-Kerk te Harlem,INS3.1e NL.HAR,20126250,Koopman
21309,"VII. Suonate à doi, violino & violadagamba, con cembalo",SCO BUXT,20124364,Koopman
21309,"VII. Suonate à doi, violino & violadagamba, con cembalo",SCO BUXT,20124363,Koopman
21310,Toccaten - Suiten - Lamenti:,SCO FROB2,20139758,Koopman
21317,Antonio Vivaldi:,BIO VIVA d,20139777,Koopman
21338,Voor t'Orgel! Om the RegisterReren & c,INS3.1e NL.NIJ,20124481,Koopman
21339,Beschryving van het oude orgel in de Groote- of St. Lievens Monster-kerk der stad Zierikzee.,INS3.1e NL.ZIE,20126054,Koopman
21388,La musique de clavier,INS3a,20138977,Koopman
21389,Pathodia sacra et profana,SCO HUYG,20138976,Koopman
21393,Spiegel der Orgelmacher und Organisten (Mainz 1511),INS3.1c,20126245,Koopman
21394,Conclusioni nel suono dell'organo,INS3.1c BANC,20124684,Koopman
21414,Orgue. Méthodes - Ouvrages sur la facture - Ouvrages sur le mélange des jeux - Préfaces Extraits d'ouvrages généraux - Dictionnaires et encyclopédies - Cérémonials,INS3.1c,20126257,Koopman
21414,Orgue. Méthodes - Ouvrages sur la facture - Ouvrages sur le mélange des jeux - Préfaces Extraits d'ouvrages généraux - Dictionnaires et encyclopédies - Cérémonials,INS3.1c,20126256,Koopman
21414,Orgue. Méthodes - Ouvrages sur la facture - Ouvrages sur le mélange des jeux - Préfaces Extraits d'ouvrages généraux - Dictionnaires et encyclopédies - Cérémonials,INS3.1c,20126255,Koopman
21414,Orgue. Méthodes - Ouvrages sur la facture - Ouvrages sur le mélange des jeux - Préfaces Extraits d'ouvrages généraux - Dictionnaires et encyclopédies - Cérémonials,INS3.1c,20126254,Koopman
21414,Orgue. Méthodes - Ouvrages sur la facture - Ouvrages sur le mélange des jeux - Préfaces Extraits d'ouvrages généraux - Dictionnaires et encyclopédies - Cérémonials,INS3.1c,20126253,Koopman
21415,Der angehende praktische Organist,INS3.1c KITT,20126053,Koopman
21427,Historique de la facture et des facteurs d'orgue avec la Bibliographie Musicale,INS3.1b,20128732,Koopman
21436,Istruzioni teorico-pratiche per l'organo,INS3.1c CALV,20124892,Koopman
21437,Organopoeia,INS3.1c BEND,20126159,Koopman
21439,Vollständige Orgelschule für Anfänger und Geübtere,INS3.1c KNEC,20126273,Koopman
21439,Vollständige Orgelschule für Anfänger und Geübtere,INS3.1c KNEC,20126272,Koopman
21439,Vollständige Orgelschule für Anfänger und Geübtere,INS3.1c KNEC,20126271,Koopman
21440,Orgeltemperatur. Ein Beitrag zum Problem der Rekonstruktion historischer Stimmungsarten bei Orgelrestaur,INS3.1b,20129539,Koopman
21443,Pieces de Clavecin,SCO DOR,20124361,Koopman
21452,De dominee met het stenen hart,HUM DOE,20131446,Koopman
21453,De smeekbede van een oude slavin,HUM DOE,20132088,Koopman
21454,De voortvarende zeemansvrouw:,HUM DOE,20132089,Koopman
21455,De gekaapte kaper:,HUM DOE,20132090,Koopman
21456,Buitgemaakt en teruggevonden:,HUM DOE,20132091,Koopman
21457,Speelmansboek uit Maastricht:,SCO MISC HUYB,20124607,Koopman
21458,"Sonata violino solo, Prag 1677",SCO MUFF,20121946,Koopman
21493,Six Concertos Set for the Harpsichord or Organ,SCO STAN,20124464,Koopman
21494,"Six Concertos for Organ, Harpsichord or Fortepiano",SCO STAN,20124367,Koopman
21555,"Orgelproef of Naauwkeurige Beschryving van 't geene, dat er voor het aanbesteeden van nieuwe, en, te renoveerene oude, Orgels nodig diene te worden in acht genomen",INS3.1c WERK,20124961,Koopman
21556,"Orgel-Probe oder Eigentliche Beschreibung Wie und welcher Gestalt man die Orgelwerke von den Orgelmachern annehmen, probiren, untersuchen und denen Kirchen liefern könne",INS3.1c WERK,20124960,Koopman
21557,Der orgelbauer Joachim Wagner (1690-1749),INS3.1b WAGN,20145441,Koopman
21577,"P. Beda Planks ""Fluchtreise 1805-1806""; Kremsmünster im Jahre 1809; Schulnachrichten vom Direktor",TOP AT.VIE 6,20138970,Koopman
21578,De Clavicordio III. ,INS3.2d,20120666,Koopman
21579,De Clavicordio IV. ,INS3.2d,20120665,Koopman
21580,De Clavicordio V.,INS3.2d,20120664,Koopman
21581,De Clavicordio VI.,INS3.2d,20120663,Koopman
21582,De Clavicordio VII.,INS3.2d,20120662,Koopman
21583,De Clavicordio.,INS3.2d,20120668,Koopman
21584,Traitté des Languettes Impérialles pour la perfection du Clavecin,INS3.2c ROUS,20124967,Koopman
21616,Methode pour l'accompagnement du clavecin,INS3.2d,20126265,Koopman
21618,Henry Purcell,BIO PURC1 d,20125625,Koopman
21619,Henry Prunières (1886-1942),BIO PRUN d,20123824,Koopman
21620,Splendori della Scuola Napoletana,BIO PAIS e,20126975,Koopman
21621,"Le Due ""Scelte"" Napoletane di Luzzasco Luzzaschi",BIO LUZZ e,20125584,Koopman
21622,"Lully, ou, Le musicien du soleil /",BIO LULL d,20126970,Koopman
21623,Orlando di Lasso:,BIO LASS c,20130329,Koopman
21624,De ware vrijheid :,BIO WITT1 d,20126480,Koopman
21625,Giovanni Buonaventura Viviani:,BIO VIVI3 d,20128545,Koopman
21626,Erwin R. Jacobi. Musikwissenschaftliche Arbeiten,BIO JACO2 a,20129062,Koopman
21630,Musiche di vari autori XVIIe siècle.,SCO MISC RASP,20124369,Koopman
21631,Musiche in tavolatura organistica Tedesca della Biblioteca Nazionale di Torino,SCO MISC ANON,20126104,Koopman
21632,Manuscrit allemand du XVIIIe siècle,SCO MISC RASP,20126140,Koopman
21634,Bericht über das Sperger-Kolloquium anlässlich seines 175. Todestages am 13. Mai 1987,BIO SPER d,20145759,Koopman
21635,Bericht über das Werckmeister-Kolloquium aus anläss seines 340. Geburtstages von Andreas Werckmeister am 30. November 1985,BIO WERC d,20145760,Koopman
21636,Count Unico Wilhelm van Wassenaer (1692-1766):,BIO WASS e,20126358,Koopman
21638,"Das Stammbuch der Nannette Stein, 1787-1793:",BIO STEI2 b,20127125,Koopman
21640,l'Epitome musical de Philibert Jambe de Fer (1556),BIO JAMB e,20126061,Koopman
21641,Die Kirchenkantaten Johannes Kuhnaus,BIO KUHN1 e,20122695,Koopman
21642,Padre Martini:,BIO MART1 e,20121158,Koopman
21643,Mozarts Werkverzeichnis 1784-1791,BIO MOZA1 c,20126421,Koopman
21644,"Kurze beschreibung des (tit.) herrn Heinrich Schützens chur-fürstl. sächs, ältern capellmeisters geführten müheseeligen lebens-lauff",BIO SCHU5 d,20126236,Koopman
21645,Mozart,BIO MOZA1 f,20145756,Koopman
21648,Madrigales:,SCO MISC MORL,20124925,Koopman
21649,Die Handschrift St. Gallen:,SCO MISC,20126350,Koopman
21651,Trois pièces de Recueil de clavecin de mademoiselle de Sarret (vers 1765),SCO MISC,20126090,Koopman
21653,Eighteen Motets from 'Flammae Divinae' [1649]:,SCO MISC NOSK,20121846,Koopman
21654,Le Strage degl'Innocenti,SCO BERT,20124903,Koopman
21655,Chamber music of the 18th century :,SCO MISC SCHR,20121925,Koopman
21661,Traité d'harmonie du pianiste. Principes rationnels de la modulation,INS3.3c KALK,20126274,Koopman
21662,"Die wahre Art das Pianoforte zu spielen. Meinhold, Dresden 1797",INS3.3c MILC,20126434,Koopman
21664,"Kurze Bemerkungen über das Spielen, Stimmen und Erhalten der Fortepiano, welche von Nanette Streicher geboren Stein in Wien",INS3.3c STRE,20126162,Koopman
21665,Musurgiana. Scràndola - Pianoforte - Salterio,INS3.3c VALD,20124687,Koopman
21677,Acht Briefe on eine Freundin über Klavier-Unterricht,INS3.3c KINK,20126059,Koopman
21678,Méthode complète théorique et pratique pour le piano-forte,INS3.3c HUMM,20124874,Koopman
21679,Méthode pour le Pianoforte,INS3.3c CLEM,20121947,Koopman
21680,"Clavier-Stimmbuch oder, Deutliche Anweisung wie jeder Musikfreund sein Clavier-Flügel, Forte-Piano und Flügel-Fortepiano selbst stimmen, repariren, und bestmöglichst gut erhalten könne.",INS3.3c GALL,20126427,Koopman
21681,La belle vielleuse.,INS4.6c CORR,20126153,Koopman
21682,Saiten und ihre Herstellung in Vergangenheit und Gegenwart.,INS4a,20145884,Koopman
21686,Brevis de emendatione organi musici tractatio.,INS3.1b,20124486,Koopman
21687,The Early English Organ Builders and Their Works. From the Fifteenth Century to the Period of the Great Rebellion,INS3.1b GB,20124958,Koopman
21696,Anton Berger. Orgelentwürfe. Augsburg 1718,INS3.1b BERG,20121926,Koopman
21697,Orgelnieuws Verschueren,INS3.1b VERS,20129502,Koopman
21698,Éléments ou Principes de musique mis dans un nouvel ordre,TRE LOUL,20124869,Koopman
21707,Arlette,REC 10 ROYA,20132186,Koopman
21709,Méthode théorique et pratique pour apprendre en peu de temps le violoncelle dans sa perfection; Méthode de Violoncelle,INS4.3c,20126269,Koopman
21711,Violoncelle: Méthodes et Traités - Dictionnaires - Préfaces des Oeuvres,INS4.3c,20121945,Koopman
21722,Catalogo della musica solistica e cameristica per viola da gamba.,INS4.5a HOFF,20128910,Koopman
21723,L'art de toucher le dessus et basse de violle.,INS4.5c DANO,20126428,Koopman
21765,Tragicomedia de Calixto y Melibea,LIT ROJA a,20126425,Koopman
21812,"Toccata, Adagio et Fuga super ""Herr, du bist mein Leben"" - Symbolum '77",SCO BENA,20146272,Koopman
21813,Jodlersuite,SCO BENA,20146287,Koopman
21814,Sonata barocca nello stile degli antichi maestri Italiani,SCO BENA,20146288,Koopman
