biblionumber;barcode
1612;
1612;
1613;
1613;
1613;
1614;20134132
1615;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1616;
1617;20137351
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1618;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1619;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1620;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1621;
1622;20137351l
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1623;
1624;20137351b
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1625;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1626;
1627;20137352
1628;20136141
1629;20136140
1630;
1630;
1630;
1631;20137353
1632;20137354
1633;20137355
1634;20134134
1635;20134133
1636;20136134
1637;20134135
1638;20136139
1639;20134136
1640;20134137
1641;20134138
1642;20134139
1643;20134140
1644;20134141
1644;20134142
1645;20134143
1646;20137362
1647;20137360
1648;20137361
1649;20137357
1650;20137356
1651;20137359
1652;20137358
1653;20136133
1654;20136142
1655;20134144
1656;20134145
1657;20137312
1657;20134147
1658;20134146
1659;20137367
1660;20137366
1661;20137365
1662;
1663;20136136d
1664;
1664;
1665;20136136b
1666;20136136c
1669;20136136e
1670;20136136a
1671;20137364
1672;20137363
1673;20136256
1674;20139284
1675;20139285
1676;20139286
1677;20139287a
1678;20139287b
1679;
1679;
1680;
1680;
1681;
1681;
1682;
1682;
1683;
1683;
1684;
1684;
1685;20136198
1686;20139280
1687;20139281
1689;20139282
1690;20139288
1691;20136199
1692;20136200
1693;20139290
1694;20139289
1695;20136201
1696;20139283a
1697;20139283b
1698;20139296
1699;20139295
1700;20139294
1701;20139293
1702;20139292
1703;20136498
1703;20136499
1703;20136500
1703;20136501
1703;20136502
1703;20136503
1703;20136504
1703;20136505
1703;20136506
1704;20136496
1705;20139313
1706;20139312
1707;20139311
1708;20139319
1709;20139318
1710;20139309
1711;20139310
1712;20139320
1713;20139321
1714;20139322
1715;20139323
1716;20139324b
1717;20139324a
1718;20139326a
1719;20139326b
1720;20139325
1721;20139327
1722;20136202
1723;20139329
1724;20139328
1724;20139330
1724;20139331
1725;20139332
1726;20134148
1726;20134149
1726;20134150
1726;20134151
1726;20134152
1727;20134153
1727;20134154
1728;20137370
1728;20137369
1730;20137368
1731;20134157
1732;20134155
1733;20134156
1734;20136515
1735;20134158
1735;20134159
1735;20134160
1735;20134161
1736;20134162
1737;20134163
1738;20134164
1739;
1739;
1739;
1740;20134165
1740;20134166
1741;20134167
1742;20134168
1743;20134169
1744;20134170
1745;20134171b
1746;20134171a
1747;20134172
1748;20134173
1749;
1750;
1751;
1752;
1753;
1754;
1755;20134174
1755;20134176
1755;20134177
1756;20134222
1757;20134227
1758;
1758;
1758;
1758;
1759;20134225
1760;20134223
1761;20134224
1762;20134228
1763;20134230
1764;20134229
1765;20134231
1766;20134234
1767;20134235
1768;20134233
1769;20134232
1770;20134236
1770;20134237
1771;20134238
1772;20140304
1773;20140305
1774;20140306
1775;20140316
1776;20140315
1777;20140314
1778;20140313
1779;20140311
1780;
1780;20140312
1780;
1781;20140310
1782;20140309
1783;20140308
1784;20140307
1785;20140317
1786;20140318
1786;20146522
1786;20146523
1787;20140319
1787;20139358
1788;20140324
1788;20140323
1789;20140322
1790;20140321
1791;20140320
1792;20136203
1793;20140325
1794;20140326
1795;20140327
1796;20140337
1797;20140331
1798;20140329
1799;20140330
1800;20140328
1801;20140332
1802;20140333
1802;20140334
1802;20140335
1802;20140336
1803;20140343
1804;20140338
1804;20140339
1805;20140344
1806;20140345
1807;20137169
1807;20138814
1808;20138777
1808;20123332
1809;20138795
1810;20138796
1811;20138794
1812;20138805
1813;20138806
1814;20138807
1815;20138802
1816;20138803
1817;20138804b
1818;20138804a
1819;20138797
1820;20138808
1821;20138798b
1822;20138798a
1823;20138809
1824;20138801
1825;20138800
1826;20138799
1827;20138813
1827;20138812
1828;20138811
1829;20138815
1829;20138817
1829;20138816
1829;20138818
1829;20138819
1829;20138820
1830;20138810
1830;20138821b
1831;20138821
1832;20139341
1833;20139340
1834;20136217
1835;20139339
1836;20139762
1837;20135748
1838;20136212
1839;20139333c
1840;20139333e
1841;20139333f
1842;20139333a
1843;20139333b
1844;20139333d
1845;20139333g
1846;20139334
1846;20139335
1846;20139336
1846;20139337
1846;20139338
1846;20139342
1846;20139343
1846;20139344
1847;20139345
1848;20139346
1849;20139355a
1850;20139355b
1851;20139355c
1852;20139355d
1853;20139355e
1854;20139355f
1855;20139355g
1856;20139355h
1857;20139355i
1858;20139355j
1859;20139355k
1860;20139356
1861;20139357
1862;20139347c
1863;20139347a
1864;20139347b
1865;20139347f
1866;20139347d
1867;20139347e
1868;20139400
1869;20139401
1869;20139402
1869;20139403
1869;20139404
1869;20139405
1869;20139406
1869;20139407
1869;20139408
1869;20139409
1869;20139410
1870;20139411
1871;20139413
1872;20139412
1873;
1874;
1874;
1875;
1876;
1877;
1878;
1879;
1880;
1881;
1882;
1883;
1884;
1885;
1886;
1887;
1888;
1889;20136495
1890;20136211
1891;20139415
1892;20139414g
1893;20139414b
1894;20139414a
1895;20139414h
1896;20139414c
1897;20139414d
1898;20139414f
1899;20139414e
1900;20139417
1902;20139418
1903;20139419
1904;20139420
1905;20139422b
1906;20139422a
1907;20139421
1908;20139424
1909;20139423
1910;20139425
1911;20139426
1912;20138105
1912;20145535
1913;20145536
1914;20145537
1915;20145538
1916;20145539
1917;20145540
1918;20145541
1919;20145542
1920;20145543
1921;20145545
1922;20137423
1923;20145544
1924;20145546
1924;20145547
1924;20145548
1925;20145549
1925;20145550
1926;20145551
1927;20136206
1928;20145553a
1929;20145553b
1930;20145553c
1931;20145552a
1932;20145552k
1933;20145552f
1934;20145552c
1935;20145552e
1936;20145552g
1937;20145552h
1937;
1937;
1939;20145552d
1941;20145552j
1942;20145557
1943;20145556
1944;20145555
1945;20145554
1946;20136205
1947;20145559
1948;20145560
1949;20145563
1950;20145558
1951;20145561
1951;20145562
1952;20145564
1953;20136204
1954;20145565
1955;20137876
1956;20137866
1956;20137867
1956;20137868
1956;20137869
1956;20137870
1957;20137877
1958;20137878
1959;20137879
1960;20137880
1961;20137871
1962;20137872
1963;
1963;
1964;20137873
1965;20137884
1966;20137881
1967;20137882
1968;20137883
1969;20137891
1970;
1970;
1970;
1970;
1971;
1971;
1972;20137892
1973;20137893
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1974;
1975;
1975;
1975;
1975;
1976;20138046
1977;20138047
1977;20138048
1978;20138049
1979;20138050
1980;20138051
1980;20138052
1981;20138053
1982;20138054
1983;20138055
1984;20138056
1985;20145532
1987;20145968
1988;20145954
1989;20145965
1990;20145966
1991;20145964
1992;20146001
1994;20145995a2
1996;20145995a1
1998;20145995a3
1999;20145995a4
2000;20145997
2001;20146000
2002;20145998
2003;20145999
2004;20136207a
2005;20136207b
2006;20136207c
2007;20146010
2008;20146009
2009;20146008
2010;20145988
2011;20146012
2012;20146013
2013;20146014
2014;20146002
2015;20146024
2016;20146025
2019;20134274
2020;20134274b
2021;20146004b
2022;20146004a
2023;20146003
2024;20146015
2025;20146027
2025;20146028
2026;20146029
2027;20146030
2027;20146031
2028;20136210
2029;20146033
2030;20136208
2031;20146034
2032;20134277
2033;20136209
2034;20134278
2035;20134279
2036;20139199
2037;20139198
2038;20134281
2039;20146035
2040;20146036
2041;20146037
2042;20140346
2043;20136222
2044;20140347
2045;20136223
2045;20136224
2046;20136248
2048;20136247
2049;20136246c
2050;20136246a
2051;20136246d
2052;20136246b
2053;20140348
2054;20140349
2055;20140350
2056;20140351
2057;20140352
2058;20136236
2059;20140353
2060;20140354
2061;20140355
2062;20140356
2063;20140357
2064;20140358
2065;20137943
2066;20137942
2067;20136517
2068;20140360
2069;20136235
2070;20140359
2071;20140372
2072;20136231
2073;20136233
2074;20140371
2075;20140370
2076;20136234
2077;20136232
2078;20140369
2079;20140368
2080;20140373g
2081;20140373c
2082;20140373e
2083;20140373d
2084;20140373b
2085;20140373h
2086;20140373f
2087;20140373a
2088;20140374
2089;20140340
2090;20140341
2091;20140342
2092;20136221
2093;20140381
2094;20140380
2095;20140382g
2095;20140382j
2096;20140382a
2097;20140382k
2098;20140382e
2099;20140382f
2100;20140367
2101;20136278
2102;20145168
2103;20145166
2104;20145171
2105;20145174
2106;20145173
2107;20145172
2108;20145170
2109;20145169
2110;20145167
2110;20145610
2111;20136225
2112;20136226
2114;20145176
2115;20145178
2116;20145179
2117;20145180
2118;20145181
2119;20145182
2120;20145183
2121;20145184
2122;20136230
2123;20136229
2124;20145189
2124;20145194
2125;20145188b
2126;20145188a
2127;20136228
2128;20145192
2129;20145191
2130;20145190
2131;20145197
2132;20136227
2133;20145198
2134;20145195
2135;20145196
2136;20145193
2137;20145205a
2137;20145204a
2137;20145203a
2138;20145205b
2138;20145203b
2138;20145204b
2139;20145205d
2139;20145204d
2139;20145203d
2140;20145205c
2140;20145203c
2140;20145204c
2141;20145202
2142;20145201
2143;20146116
2143;20146117
2144;20146118
2144;20146119
2144;20146120
2145;20146128
2146;20146126
2146;20146127
2147;20146131
2148;20146130
2149;20146129
2150;20146132
2151;20146133
2152;20146134
2153;20146135
2154;20146136
2155;20146137
2155;20146138
2155;20131066
2155;20146139
2157;20146143
2157;20146142
2158;20146141
2159;20146140
2160;20146144
2161;20146145
2162;20146146
2163;20146147a
2164;20146147b
2165;20146147c
2166;20146147d
2167;20146148
2168;20146149
2169;20145945
2169;20145946
2170;20146151
2171;20135753
2172;20146150
2173;20146153
2174;20146039
2175;20146040
2175;20146041
2176;20146042
2177;20146043
2178;20146044
2179;20136218
2180;20134252
2180;20134253
2180;20134254
2181;20146046
2182;20146102
2183;20146101
2184;20146100
2185;20136253
2186;20146105
2187;20146104
2188;20146103
2189;20146107
2190;20146109
2191;20146108
2192;20146106
2193;20146115
2194;20146114
2195;20146113
2196;20146112
2197;20146111
2198;20146110
2199;20145228
2200;20145212b
2201;20145212a
2202;20145230
2202;20145213
2202;20145214
2202;20145229
2205;20145234
2206;20145235
2207;20136006
2208;20145236
2208;20145237
2208;20145238
2208;20145239
2208;20145240
2208;20145241
2208;20145242
2208;20145243
2208;20145244
2208;20145245
2208;20145246
2208;20145247
2208;20145248
2208;20145249
2209;20136261
2210;20136259
2211;20136260
2212;20145250
2213;20145251
2214;20145252
2214;20145253
2214;20145254
2214;20145255
2215;20136249
2216;20145256
2217;20145257
2218;20145259
2219;20145258a
2219;20145258b
2219;20145258c
2219;20145258d
2220;20145260
2221;20145269
2222;20145270
2223;20145271
2224;20145280
2224;20145268
2224;20145267
2224;20145266
2225;20145264
2225;20145262
2225;20145261
2225;20145263
2225;20145265
2226;20136258
2226;20145272
2226;20145273
2227;20136257
2227;20145231
2227;20145232
2227;20145233
2228;20145274
2229;20145275
2230;20136250
2231;20145276
2232;20145281
2233;20145282
2234;20145286b
2235;20145286a
2236;20145285
2237;20145284
2238;20145283
2239;20145287
2240;20145288
2241;20145289
2242;20145290
2243;20145291
2244;20145292
2245;20145277b
2246;20145277a
2247;20145278
2248;20145279
2249;20137925
2250;20137973
2251;
2252;
2253;20137974
2254;20137975
2255;20137983
2256;
2256;
2256;
2256;
2257;
2257;
2257;
2257;
2258;
2258;
2258;
2258;
2259;
2259;
2259;
2259;
2260;
2260;
2260;
2260;
2261;
2261;
2261;
2261;
2262;
2262;20145819f
2262;
2263;
2263;
2263;
2263;
2264;
2264;
2264;
2264;
2265;20137985
2266;20137986
2267;20137976
2268;20137977
2269;20137978
2270;20137979
2271;20137987
2272;20137988
2273;20137989
2274;20137980
2275;20137981
2275;20137982
2276;20137990
2277;20138001
2278;20137993
2279;20137992
2280;20137994
2281;20137995
2282;20138002
2283;20137996
2284;
2284;20134182
2285;20137997
2286;20137991
2287;20137998
2288;20137999
2288;20138000
2289;20138003
2290;20138004
2291;20138008
2292;20138007
2293;20138006
2294;20138005
2295;20136828a
2297;20136829
2298;20136830
2299;20136831
2300;20136832
2301;20136833
2302;20136834
2302;20136835
2302;20136836
2303;20136837
2304;20136838
2305;20136839
2306;20136817
2307;20136842
2308;20136841
2309;20136843
2310;20136844b
2311;20136844a
2312;20136845
2313;20136845b
2314;20136840
2315;20136856
2315;20138724j
2316;20136857
2317;20136858
2318;20136859
2319;20136860
2320;20136861a
2321;
2321;
2321;
2321;
2321;20136861b
2321;
2321;
2321;
2321;
2322;20136862
2323;20136863
2324;20136847
2324;20136848
2325;20136864
2325;20136865
2325;20136866
2325;20136867
2326;20136868
2327;20136869
2328;20136846
2329;20136849
2329;20136850
2330;20136851
2331;20136852
2332;20136855
2333;20136853
2334;20136854
2335;20136876
2336;20136876b
2337;20136874
2337;20136875
2338;20136882
2339;20136883
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2340;
2341;20136884
2342;20136885
2343;20136251
2344;20136886
2345;20136887
2346;20136888
2347;20136889
2348;20136881
2349;20136880
2350;20136879
2351;20136877
2352;20136252
2353;20138013a
2354;20138013b
2355;20138013c
2356;20138013d
2357;20138013e
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2358;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2359;
2360;20138014
2361;
2361;
2361;
2361;
2362;
2362;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2363;
2364;20138015
2364;20138016
2364;20138017
2364;20138018
2365;20138009f
2366;20138009b
2367;20138009a
2368;20138009e
2369;20138009d
2370;20138009c
2372;20138012
2374;20138011b
2375;20138011
2376;20138010
2377;20138025
2379;20138019
2379;20138020
2379;20138021
2379;20138022
2379;20138023
2379;20138024
2380;20138026
2381;20138027
2382;20138028
2384;
2385;20138029
2386;20138030
2387;
2387;
2387;
2387;
2388;
2388;
2389;
2389;
2389;
2389;
2390;
2390;
2391;
2391;
2391;
2391;
2392;
2393;
2394;
2394;
2395;
2395;
2395;
2395;
2395;
2395;
2395;
2395;
2395;
2395;
2395;
2395;
2395;
